Private School Name,State Name [Private School] Latest available year,State Name [Private School] 2015-16,Private School Name [Private School] 2015-16,County Name [Private School] 2015-16
KALIA KIDS LEARNING CENTER,MASSACHUSETTS,MASSACHUSETTS,KALIA KIDS LEARNING CENTER,PLYMOUTH
KALISPELL MONTESSORI CENTER,MONTANA,MONTANA,KALISPELL MONTESSORI CENTER,FLATHEAD
KAMEHAMEHA SCHOOLS KAPALAMA CAMPUS,HAWAII,HAWAII,KAMEHAMEHA SCHOOLS KAPALAMA CAMPUS,HONOLULU
KAMEHAMEHA SCHOOLS MAUI,HAWAII,HAWAII,KAMEHAMEHA SCHOOLS MAUI,MAUI
KAMIAH BIBLE ACADEMY,IDAHO,IDAHO,KAMIAH BIBLE ACADEMY,LEWIS
KANAWHA CHRISTIAN SCHOOL,IOWA,IOWA,KANAWHA CHRISTIAN SCHOOL,HANCOCK
KANGAROO FOREST EARLY CHILDHOOD CENTER,TEXAS,TEXAS,KANGAROO FOREST EARLY CHILDHOOD CENTER,MONTGOMERY
KANKAKEE TRINITY ACADEMY,ILLINOIS,ILLINOIS,KANKAKEE TRINITY ACADEMY,KANKAKEE
KANKAKEE VALLEY MONTESSORI SCHOOL,ILLINOIS,ILLINOIS,KANKAKEE VALLEY MONTESSORI SCHOOL,KANKAKEE
KANNER LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KANNER LEARNING CENTER,CHESTER
KANSAS CITY ACADEMY,MISSOURI,MISSOURI,KANSAS CITY ACADEMY,JACKSON
KANSAS CITY CHRISTIAN SCHOOL,KANSAS,KANSAS,KANSAS CITY CHRISTIAN SCHOOL,JOHNSON
KANTZ MENNONITE PAROCHIAL SCHOOL,PENNSYLVANIA,PENNSYLVANIA,KANTZ MENNONITE PAROCHIAL SCHOOL,SNYDER
KAPAUN MT CARMEL CATHOLIC HIGH SCHOOL,KANSAS,KANSAS,KAPAUN MT CARMEL CATHOLIC HIGH SCHOOL,SEDGWICK
KAPKA COOPERATIVE SCHOOL,WASHINGTON,WASHINGTON,KAPKA COOPERATIVE SCHOOL,KING
KARASICK SHALEM HIGH SCHOOL AT TABC,NEW JERSEY,NEW JERSEY,SINAI HIGH SCHOOL AT TABC,BERGEN
KATERI CATHOLIC SCHOOLS,OHIO,OHIO,ST KATERI CATHOLIC SCHOOLS,LUCAS
KATHERINE DELMAR BURKE SCHOOL,CALIFORNIA,CALIFORNIA,KATHERINE DELMAR BURKE SCHOOL,SAN FRANCISCO
KATHERINE JACOB GREENFIELD HEBREW ACADEMY,GEORGIA,GEORGIA,ATLANTA JEWISH ACAD OF GREENFIELS ELEM ACAD,FULTON
KATHERINE MICHIELS SCHOOL,CALIFORNIA,CALIFORNIA,KATHERINE MICHIELS SCHOOL,SAN FRANCISCO
KATHERINE THOMAS SCHOOL,MARYLAND,MARYLAND,THE KATHERINE THOMAS SCHOOL,MONTGOMERY
KATY ADVENTIST CHRISTIAN SCHOOL,TEXAS,TEXAS,KATY ADVENTIST CHRISTIAN SCHOOL,HARRIS
KAUAI CHRISTIAN ACADEMY,HAWAII,HAWAII,KAUAI CHRISTIAN ACADEMY,KAUAI
KAUFMAN CHRISTIAN SCHOOL,TEXAS,TEXAS,KAUFMAN CHRISTIAN SCHOOL,KAUFMAN
KAWAIAHA'O CHURCH SCHOOL,HAWAII,HAWAII,KAWAIAHA'O CHURCH SCHOOL,HONOLULU
KAZOO SCHOOL,MICHIGAN,MICHIGAN,KAZOO SCHOOL,KALAMAZOO
KEARNEY CATHOLIC SCHOOLS,NEBRASKA,NEBRASKA,KEARNEY CATHOLIC SCHOOLS,BUFFALO
KEARNS-SAINT ANN SCHOOL,UTAH,UTAH,KEARNS-SAINT ANN SCHOOL,SALT LAKE
KEARNY CHRISTIAN ACADEMY,NEW JERSEY,NEW JERSEY,KEARNY CHRISTIAN ACADEMY,HUDSON
KEEFERTOWN PAROCHIAL SCHOOL,PENNSYLVANIA,PENNSYLVANIA,KEEFERTOWN PAROCHIAL SCHOOL,NORTHUMBERLAND
KEENE ADVENTIST ELEMENTARY SCHOOL,TEXAS,TEXAS,KEENE ADVENTIST ELEMENTARY SCHOOL,JOHNSON
KEENE MONTESSORI SCHOOL,NEW HAMPSHIRE,NEW HAMPSHIRE,KEENE MONTESSORI SCHOOL,CHESHIRE
KEHILLAH EARLY LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KEHILLAH EARLY LEARNING CENTER,DELAWARE
KEHILLAH JEWISH HIGH SCHOOL,CALIFORNIA,CALIFORNIA,KEHILLAH JEWISH HIGH SCHOOL,SANTA CLARA
KEHOE - FRANCE NORTHSHORE,LOUISIANA,LOUISIANA,KEHOE - FRANCE NORTHSHORE,ST. TAMMANY
KEHOE-FRANCE SCHOOL,LOUISIANA,LOUISIANA,KEHOE-FRANCE SCHOOL,JEFFERSON
KEIO ACADEMY OF NEW YORK,NEW YORK,NEW YORK,KEIO ACADEMY OF NEW YORK,WESTCHESTER
KEITH COUNTRY DAY SCHOOL,ILLINOIS,ILLINOIS,KEITH COUNTRY DAY SCHOOL,WINNEBAGO
KEITH THOMPSON SCHOOL,CALIFORNIA,CALIFORNIA,KEITH THOMPSON SCHOOL,SAN BENITO
KEITH WOLD JOHNSON CHILD CENTER,NEW JERSEY,NEW JERSEY,KEITH WOLD JOHNSON CHILD CENTER,MIDDLESEX
KELLENBERG MEMORIAL HIGH SCHOOL,NEW YORK,NEW YORK,KELLENBERG MEMORIAL HIGH SCHOOL,NASSAU
KELLEYTOWN BAPTIST KINDERGARTEN,SOUTH CAROLINA,SOUTH CAROLINA,KELLEYTOWN BAPTIST KINDERGARTEN,DARLINGTON
KELLMAN BROWN ACADEMY,NEW JERSEY,NEW JERSEY,KELLMAN BROWN ACADEMY,CAMDEN
KELSO-LONGVIEW SDA SCHOOL,WASHINGTON,WASHINGTON,JCS,COWLITZ
KEMMERER VILLAGE SCHOOL,ILLINOIS,ILLINOIS,KEMMERER VILLAGE SCHOOL,CHRISTIAN
KEMPSVILLE ACADEMY / BAREFOOT KIDS,VIRGINIA,VIRGINIA,KEMPSVILLE ACADEMY INC,VIRGINIA BEACH
KEMPSVILLE CENTER FOR BEHAVIORAL HEALTH,VIRGINIA,VIRGINIA,KEMPSVILLE CENTER FOR BEHAVIORAL HEALTH,NORFOLK
KENDALL CHRISTIAN SCHOOL,FLORIDA,FLORIDA,KENDALL CHRISTIAN SCHOOL,MIAMI-DADE
KENDALL DEMONSTRATION ELEMENTARY SCHOOL,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,KENDALL DEMONSTRATION ELEMENTARY SCHOOL,DISTRICT OF COLUMBIA
KENESETH ISRAEL PRESCHOOL,KENTUCKY,KENTUCKY,KENESETH ISRAEL PRESCHOOL,JEFFERSON
KENMARE ALTERNATIVE HIGH SCHOOL FOR ADULT WOMEN,NEW JERSEY,NEW JERSEY,KENMARE HS,HUDSON
KENMONT MONTESSORI SCHOOL,TEXAS,TEXAS,KENMONT MONTESSORI SCHOOL,CAMERON
KENNEBEC MONTESSORI SCHOOL,MAINE,MAINE,KENNEBEC MONTESSORI SCHOOL,SOMERSET
KENNEDY ACADEMY,KANSAS,KANSAS,KENNEDY ACADEMY,SHAWNEE
KENNEDY HEIGHTS MONTESSORI CENTER,OHIO,OHIO,KENNEDY HEIGHTS MONTESSORI CENTER,HAMILTON
KENNEDY KREEGER  FAIRMOUNT SCHOOL,MARYLAND,MARYLAND,KENNEDY KRIEGER SCHOOL: FAIRMOUNT CAMPUS,BALTIMORE CITY
KENNEDY KRIEGER AT SOUTHERN HIGH SCHOOL,MARYLAND,MARYLAND,KENNEDY KRIEGER AT SOUTHERN HIGH SCHOOL,ANNE ARUNDEL
KENNEDY KRIEGER SCHOOL,MARYLAND,MARYLAND,KENNEDY KRIEGER SCHOOL,MONTGOMERY
KENNEDY KRIEGER SCHOOL GREENSPRING CAMPUS,MARYLAND,MARYLAND,KENNEDY KRIEGER SCHOOL GREENSPRING CAMPUS,BALTIMORE CITY
KENNEDY-DONOVAN CENTER SCHOOL,MASSACHUSETTS,MASSACHUSETTS,KENNEDY-DONOVAN CENTER SCHOOL,BRISTOL
KENNETT CHRISTIAN ACADEMY,MISSOURI,MISSOURI,KENNETT CHRISTIAN ACADEMY,DUNKLIN
KENOSHA MONTESSORI SCHOOL,WISCONSIN,WISCONSIN,KENOSHA MONTESSORI SCHOOL,KENOSHA
KENSINGTON SCHOOL OF GENEVA,ILLINOIS,ILLINOIS,KENSINGTON SCHOOL OF GENEVA,KANE
KENSINGTON SCHOOL OF ST CHARLES,ILLINOIS,ILLINOIS,KENSINGTON SCHOOL OF ST CHARLES,KANE
KENSTON FOREST SCHOOL,VIRGINIA,VIRGINIA,KENSTON FOREST SCHOOL,NOTTOWAY
KENT DENVER SCHOOL,COLORADO,COLORADO,KENT DENVER SCHOOL,ARAPAHOE
KENT PLACE SCHOOL,NEW JERSEY,NEW JERSEY,KENT PLACE SCHOOL,UNION
KENT SCHOOL,CONNECTICUT,CONNECTICUT,KENT SCHOOL,LITCHFIELD
KENT SCHOOL,MARYLAND,MARYLAND,KENT SCHOOL,KENT
KENTON MENNONITE SCHOOL,DELAWARE,DELAWARE,KENTON MENNONITE SCHOOL,KENT
KENTS HILL SCHOOL,MAINE,MAINE,KENTS HILL SCHOOL,KENNEBEC
KENTUCKY CHRISTIAN SCHOOL,KENTUCKY,KENTUCKY,KENTUCKY CHRISTIAN ACADEMY,TAYLOR
KENTUCKY COUNTRY DAY SCHOOL,KENTUCKY,KENTUCKY,KENTUCKY COUNTRY DAY SCHOOL,JEFFERSON
KENTWOOD PREPARATORY SCHOOL,FLORIDA,FLORIDA,KENTWOOD PREPARATORY SCHOOL,PALM BEACH
KENWOOD SCHOOL,VIRGINIA,VIRGINIA,KENWOOD SCHOOL,FAIRFAX
KEOKUK CATHOLIC SCHOOL,IOWA,IOWA,KEOKUK CATHOLIC SCHOOL,LEE
KEOKUK CHRISTIAN ACADEMY,IOWA,IOWA,KEOKUK CHRISTIAN ACADEMY,LEE
KERMAN CHRISTIAN SCHOOL,CALIFORNIA,CALIFORNIA,KERMAN CHRISTIAN SCHOOL,FRESNO
KERN SDA ELEMENTARY SCHOOL,CALIFORNIA,CALIFORNIA,KERN SDA ELEMENTARY SCHOOL,KERN
KERR-VANCE ACADEMY,NORTH CAROLINA,NORTH CAROLINA,KERR-VANCE ACADEMY,VANCE
KESHER ISRAEL PRESCHOOL & KINDERGARTEN,PENNSYLVANIA,PENNSYLVANIA,KESHER ISRAEL PRESCHOOL & KINDERGARTEN,CHESTER
KESHET,ILLINOIS,ILLINOIS,KESHET,COOK
KESHET DAY SCHOOL,ILLINOIS,ILLINOIS,KESHET DAY SCHOOL,COOK
KESSER MALKA,NEW YORK,NEW YORK,KESSER MALKA,KINGS
KESSINGTON CHRISTIAN SCHOOL,INDIANA,INDIANA,KESSINGTON CHRISTIAN SCHOOL,ELKHART
KESWICK CHRISTIAN SCHOOL,FLORIDA,FLORIDA,KESWICK CHRISTIAN SCHOOL,PINELLAS
KETCHUM ADVENTIST ACADEMY,OKLAHOMA,OKLAHOMA,KETCHUM ADVENTIST ACADEMY,MAYES
KETCHUM-GRANDE SCHOOL,NEW YORK,NEW YORK,KETCHUM GRANDE SCHOOL OF THE CHARTON SCHOOL,SARATOGA
KETTLE MORAINE BAPTIST ACADEMY,WISCONSIN,WISCONSIN,KETTLE MORAINE BAPTIST ACADEMY,WALWORTH
KETTLE MORAINE LUTHERAN HIGH SCHOOL,WISCONSIN,WISCONSIN,KETTLE MORAINE LUTHERAN HIGH SCHOOL,WASHINGTON
KEY SCHOOL,MARYLAND,MARYLAND,KEY SCHOOL,ANNE ARUNDEL
KEY SCHOOL,TEXAS,TEXAS,KEY SCHOOL,TARRANT
KEYS KADEMY,TENNESSEE,TENNESSEE,KEYS KADEMY,PERRY
KEYS MONTESSORI SCHOOL,PENNSYLVANIA,PENNSYLVANIA,KEYS MONTESSORI SCHOOL,INDIANA
KEYSTONE ACADEMY,FLORIDA,FLORIDA,KEYSTONE CHILD DEVELOPMENT CENTER,DUVAL
KEYSTONE ACADEMY,VIRGINIA,VIRGINIA,THE ACADEMY AT LEESHALL,NEWPORT NEWS
KEYSTONE CHRISTIAN ACADEMY,VIRGINIA,VIRGINIA,KEYSTONE CHRISTIAN ACADEMY,CLARKE
KEYSTONE CHRISTIAN ACADEMY,NEBRASKA,NEBRASKA,KEYSTONE CHRISTIAN ACADEMY,MADISON
KEYSTONE CHRISTIAN ACADEMY - YORK,PENNSYLVANIA,PENNSYLVANIA,KEYSTONE CHRISTIAN ACADEMY - YORK,YORK
KEYSTONE MATH AND SCIENCE ACADEMY,PENNSYLVANIA,PENNSYLVANIA,KEYSTONE MATH AND SCIENCE ACADEMY,DAUPHIN
KEYSTONE MONTESSORI SCHOOL,MASSACHUSETTS,MASSACHUSETTS,KEYSTONE MONTESSORI SCHOOL,MIDDLESEX
KEYSTONE MONTESSORI SCHOOL,ILLINOIS,ILLINOIS,KEYSTONE MONTESSORI SCHOOL,COOK
KEYSTONE NATIONAL HIGH SCHOOL,FLORIDA,FLORIDA,KEYSTONE NATIONAL HIGH SCHOOL,MIAMI-DADE
KEYSTONE PREP HIGH SCHOOL,FLORIDA,FLORIDA,KEYSTONE PREP HIGH SCHOOL,HILLSBOROUGH
KEYSTONE SMILES ALTERNATIVE LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KEYSTONE SMILES ALTERNATIVE LEARNING CENTER,CLARION
KHABELE SCHOOL,TEXAS,TEXAS,KHABELE SCHOOL,TRAVIS
KID CITY ACADEMY,INDIANA,INDIANA,KID CITY ACADEMY,JOHNSON
KID ESTEEM MONTESSORI SCHOOL,NEW YORK,NEW YORK,KID ESTEEM MONTESSORI SCHOOL,SUFFOLK
KID JUNCTION,CALIFORNIA,CALIFORNIA,KID JUNCTION,LOS ANGELES
KID'S DAYCARE & KINDERGARTEN,FLORIDA,FLORIDA,KID'S DAYCARE & KINDERGARTEN,MIAMI-DADE
KID'S HAVEN ACADEMY,FLORIDA,FLORIDA,KID'S HAVEN ACADEMY,MIAMI-DADE
KID'S LOVE DAYCARE & PRESCHOOL,FLORIDA,FLORIDA,KID'S LOVE DAYCARE & PRESCHOOL,MIAMI-DADE
KID'S PALACE DAYCARE,FLORIDA,FLORIDA,KID'S PALACE DAYCARE,MIAMI-DADE
KID'Z COLONY,ILLINOIS,ILLINOIS,KID'Z COLONY,COOK
KIDA,CALIFORNIA,CALIFORNIA,KIDA,ORANGE
KIDDI KOLLEGE OF WELLINGTON PARK,KANSAS,KANSAS,KIDDI KOLLEGE OF WELLINGTON PARK,JOHNSON
KIDDIE ACADEMY,FLORIDA,FLORIDA,KIDDIE ACADEMY,ALACHUA
KIDDIE ACADEMY,NEW JERSEY,NEW JERSEY,KIDDIE ACADEMY,MONMOUTH
KIDDIE ACADEMY,NEW HAMPSHIRE,NEW HAMPSHIRE,KIDDIE ACADEMY,ROCKINGHAM
KIDDIE ACADEMY,NEW JERSEY,NEW JERSEY,KIDDIE ACADEMY,MONMOUTH
KIDDIE ACADEMY OF CARPENTERSVILLE,ILLINOIS,ILLINOIS,KIDDIE ACADEMY OF CARPENTERSVILLE,KANE
KIDDIE ACADEMY OF CENTREVILLE,VIRGINIA,VIRGINIA,KIDDIE ACADEMY OF CENTREVILLE,FAIRFAX
KIDDIE ACADEMY OF COLLEGEVILLE,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF COLLEGEVILLE,MONTGOMERY
KIDDIE ACADEMY OF DELRAN,NEW JERSEY,NEW JERSEY,KIDDIE ACADEMY OF DELRAN,BURLINGTON
KIDDIE ACADEMY OF HORSHAM,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF HORSHAM,MONTGOMERY
KIDDIE ACADEMY OF MARLBORO,NEW JERSEY,NEW JERSEY,KIDDIE ACADEMY OF MARLBORO,MONMOUTH
KIDDIE ACADEMY OF MONTGOMERYVILLE,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF MONTGOMERYVILLE,MONTGOMERY
KIDDIE ACADEMY OF OXON HILL,MARYLAND,MARYLAND,KIDDIE ACADEMY OF OXON HILL,PRINCE GEORGE'S
KIDDIE ACADEMY OF PLUMSTEADVILLE,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF PLUMSTEADVILLE,BUCKS
KIDDIE ACADEMY OF SILVER SPRING TOWNSHIP,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF SILVER SPRING TOWNSHIP,CUMBERLAND
KIDDIE ACADEMY OF WEXFORD,PENNSYLVANIA,PENNSYLVANIA,KIDDIE ACADEMY OF WEXFORD,ALLEGHENY
KIDDIE GARDEN PRESCHOOL,CALIFORNIA,CALIFORNIA,KIDDIE GARDEN PRESCHOOL,SAN MATEO
KIDDIE JUNCTION EDUCATIONAL INSTITUTE,ILLINOIS,ILLINOIS,KIDDIE JUNCTION EDUCATIONAL INSTITUTE,COOK
KIDDIE KAMPUS II,MASSACHUSETTS,MASSACHUSETTS,KIDDIE KAMPUS II,BRISTOL
KIDDIE KAMPUS LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KIDDIE KAMPUS LEARNING CENTER,DELAWARE
KIDDIE KINGDOM CHILDCARE & LEARNING CENTER,NEW JERSEY,NEW JERSEY,KIDDIE KINGDOM CHILDCARE & LEARNING CENTER,MIDDLESEX
KIDDIE KOLLEGE,CALIFORNIA,CALIFORNIA,KIDDIE KOLLEGE,RIVERSIDE
KIDDIE KOLLEGE,INDIANA,INDIANA,KIDDIE KOLLEGE,TIPPECANOE
KIDDIE KOLLEGE KINDERGARTEN,TEXAS,TEXAS,KIDDIE KOLLEGE KINDERGARTEN,ECTOR
KIDDIE LAND INC,CALIFORNIA,CALIFORNIA,LOVE THYSELF CHILD DEVELOPMENT,LOS ANGELES
KIDDIE PREP SCHOOL,INDIANA,INDIANA,KIDDIE PREP SCHOOL,ALLEN
KIDDIES KOLLEGE CHRISTIAN CENTER,MARYLAND,MARYLAND,KIDDIES KOLLEGE CHRISTIAN CENTER,PRINCE GEORGE'S
KIDDY ACADEMY,FLORIDA,FLORIDA,KIDDY ACADEMY,MIAMI-DADE
KIDS AKADEMY CHRISTIAN PRESCHOOL & KDGN INC,OREGON,OREGON,KIDS AKADEMY CHRISTIAN PRESCHOOL & KDGN INC,LANE
KIDS ARE FIRST,PENNSYLVANIA,PENNSYLVANIA,KIDS ARE FIRST,BUCKS
KIDS ARE PEOPLE ELEMENTARY SCHOOL,MASSACHUSETTS,MASSACHUSETTS,KIDS ARE PEOPLE ELEMENTARY SCHOOL,SUFFOLK
KIDS AREA LEARNING CENTER,FLORIDA,FLORIDA,KIDS AREA LEARNING CENTER,MIAMI-DADE
KIDS CASTLE CHILD CARE CENTER,CALIFORNIA,CALIFORNIA,KIDS CASTLE CHILD CARE CENTER,LOS ANGELES
KIDS CLUB,CALIFORNIA,CALIFORNIA,KIDS CLUB,SAN BERNARDINO
KIDS CO-OP,NEVADA,NEVADA,KIDS CO-OP,CLARK
KIDS CONNECTION ELEMENTARY,CALIFORNIA,CALIFORNIA,KIDS CONNECTION ELEMENTARY,SAN MATEO
KIDS COTTAGE,CALIFORNIA,CALIFORNIA,KIDS COTTAGE,RIVERSIDE
KIDS COUNTRY,OHIO,OHIO,KIDS COUNTRY,MEDINA
KIDS COUNTRY,OHIO,OHIO,KIDS COUNTRY,SUMMIT
KIDS CROSSING LEARNING CENTER,GEORGIA,GEORGIA,KIDS CROSSING LEARNING CENTER,GWINNETT
KIDS DAY OUT PRESCHOOL AND KINDERGARTEN,TEXAS,TEXAS,KIDS DAY OUT PRESCHOOL AND KINDERGARTEN,COMAL
KIDS DISCOVERY WORLD,CALIFORNIA,CALIFORNIA,KIDS DISCOVERY WORLD,SAN BERNARDINO
KIDS FIRST ACADEMY,DELAWARE,DELAWARE,KIDS FIRST ACADEMY,SUSSEX
KIDS FIRST CHRISTIAN ACADEMY,TEXAS,TEXAS,KIDS FIRST CHRISTIAN ACADEMY,CHEROKEE
KIDS FOR KIDS ACADEMY II,FLORIDA,FLORIDA,KIDS FOR KIDS ACADEMY II,MIAMI-DADE
KIDS IN MOTION ACADEMY,OKLAHOMA,OKLAHOMA,KIDS IN MOTION ACADEMY,TULSA
KIDS INN EARLY LEARNING CENTER,NEW HAMPSHIRE,NEW HAMPSHIRE,KIDS INN EARLY LEARNING CENTER,HILLSBOROUGH
KIDS INTERACTIVE DAY SCHOOL,NEW JERSEY,NEW JERSEY,KIDS INTERACTIVE DAY SCHOOL,BERGEN
KIDS KOTTAGE LEARNING CTR INC,NEW JERSEY,NEW JERSEY,KIDS KOTTAGE LEARNING CENTER,MERCER
KIDS LAND DAY CARE AND LEARNING CENTER,FLORIDA,FLORIDA,KIDS LAND DAY CARE AND LEARNING CENTER,MIAMI-DADE
KIDS LEARNING CENTER,TEXAS,TEXAS,KIDS LEARNING CENTER,COLLIN
KIDS LEARNING CENTER OF SOUTH DADE,FLORIDA,FLORIDA,KIDS LEARNING CENTER OF SOUTH DADE,MIAMI-DADE
KIDS LEARNING CENTER OF SOUTH DADE III,FLORIDA,FLORIDA,KIDS LEARNING CENTER OF SOUTH DADE III,MIAMI-DADE
KIDS LEARNING CENTER-S DADE 2,FLORIDA,FLORIDA,KIDS LEARNING CENTER-S DADE 2,MIAMI-DADE
KIDS OF GRACE,VIRGINIA,VIRGINIA,KIDS OF GRACE,VIRGINIA BEACH
KIDS OF PROMISE PRESCHOOL,FLORIDA,FLORIDA,KIDS OF PROMISE PRESCHOOL,BROWARD
KIDS PARADISE LEARNING CENTER,FLORIDA,FLORIDA,KIDS PARADISE LEARNING CENTER,MIAMI-DADE
KIDS PEACE ATHLETE CENTER SCHOOL,PENNSYLVANIA,PENNSYLVANIA,KIDS PEACE ATHLETE CENTER SCHOOL,LEHIGH
KIDS PREPARATORY ACADEMY,CALIFORNIA,CALIFORNIA,KIDS PREPARATORY ACADEMY,LOS ANGELES
KIDS R KIDS,NEVADA,NEVADA,KIDS R KIDS,WASHOE
KIDS R KIDS,NORTH CAROLINA,NORTH CAROLINA,KIDS R KIDS,JOHNSTON
KIDS R KIDS #3 NV,NEVADA,NEVADA,KIDS R KIDS #3 NV,CLARK
KIDS R KIDS #32,TEXAS,TEXAS,KIDS R KIDS #32,HARRIS
KIDS R KIDS #33 TX,TEXAS,TEXAS,KIDS R KIDS #33 TX,WILLIAMSON
KIDS R KIDS LEARNING ACADEMY,TEXAS,TEXAS,KIDS R KIDS LEARNING ACADEMY,FORT BEND
KIDS R KIDS LEARNING ACADEMY,ILLINOIS,ILLINOIS,KIDS R KIDS LEARNING ACADEMY,MCHENRY
KIDS R KIDS OF SW LAS VEGAS,NEVADA,NEVADA,KIDS R KIDS OF SW LAS VEGAS,CLARK
KIDS R KIDS SCHOOL,NORTH CAROLINA,NORTH CAROLINA,KIDS R KIDS THE ACADEMY AT BLAKENEY,MECKLENBURG
KIDS SMALL WORLD LEARNING CENTER,FLORIDA,FLORIDA,KIDS SMALL WORLD LEARNING CENTER,MIAMI-DADE
KIDS STUFF EARLY LEARNING CENTER,IDAHO,IDAHO,KIDS STUFF EARLY LEARNING CENTER,CANYON
KIDS STUFF PRESCHOOL KINDERGARTEN & CHILDCARE,FLORIDA,FLORIDA,KIDS STUFF PRESCHOOL KINDERGARTEN & CHILDCARE,PASCO
KIDS UNDER CONSTRUCTION LLC,MISSOURI,MISSOURI,KIDS UNDER CONSTRUCTION LLC,WARREN
KIDS VILLAGE MONTESSORI LRNNG,TEXAS,TEXAS,KIDS VILLAGE MONTESSORI LRNNG,HIDALGO
KIDS WORLD,PENNSYLVANIA,PENNSYLVANIA,KIDS WORLD,WASHINGTON
KIDS WORLD ACADEMY,UTAH,UTAH,KIDS WORLD ACADEMY,SALT LAKE
KIDS WORLD CHRISTIAN ED CENTER,PENNSYLVANIA,PENNSYLVANIA,KIDS WORLD CHRISTIAN ED CENTER,PHILADELPHIA
KIDS WORLD CHRISTIAN EDU CENTER,PENNSYLVANIA,PENNSYLVANIA,KIDS WORLD CHRISTIAN EDU CENTER,PHILADELPHIA
KIDS WORLD SCHOOL & CORNERSTONE ACADEMY OF LA,CALIFORNIA,CALIFORNIA,KIDS WORLD SCHOOL & CORNERSTONE ACADEMY OF LA,LOS ANGELES
KIDSPEACE,GEORGIA,GEORGIA,KIDSPEACE,CARROLL
KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,MAINE,MAINE,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,HANCOCK
KIDSPORT ACADEMY,NEW JERSEY,NEW JERSEY,KIDSPORT ACADEMY,MIDDLESEX
KIDSUCCESS,ILLINOIS,ILLINOIS,KIDSUCCESS,LAKE
KIDSVILLE LEARNING CENTER,FLORIDA,FLORIDA,KIDSVILLE LEARNING CENTER,MIAMI-DADE
KIDSVILLE USA,CALIFORNIA,CALIFORNIA,KIDSVILLE USA,LOS ANGELES
KIDWORKS USA,FLORIDA,FLORIDA,KIDWORKS USA,MIAMI-DADE
KIEFER SCHOOL,ILLINOIS,ILLINOIS,KIEFER SCHOOL,PEORIA
KIEST PARK CHRISTIAN ACADEMY,TEXAS,TEXAS,KIEST PARK CHRISTIAN ACADEMY,DALLAS
KILBOURNE PARK BAPTIST CHURCH WEEKDAY PRESCHOOL,SOUTH CAROLINA,SOUTH CAROLINA,KILBOURNE PARK BAPTIST,RICHLAND
KILLEEN ADVENTIST JR ACADEMY,TEXAS,TEXAS,KILLEEN ADVENTIST JR ACADEMY,BELL
KILLIAN HILL CHRISTIAN SCHOOL,GEORGIA,GEORGIA,KILLIAN HILL CHRISTIAN SCHOOL,GWINNETT
KILLIAN MONTESSORI SCHOOL,FLORIDA,FLORIDA,KILLIAN MONTESSORI SCHOOL,MIAMI-DADE
KILLINGTON MOUNTAIN SCHOOL,VERMONT,VERMONT,KILLINGTON MOUNTAIN SCHOOL,RUTLAND
KIM FLUKER INFORMATION TECHNOLOGY SCHOOL,LOUISIANA,LOUISIANA,KIM FLUKER INFORMATION TECHNOLOGY SCHOOL,ST. TAMMANY
KIM SCHOOL,MISSOURI,MISSOURI,KIM SCHOOL,COLE
KIMBER HILLS ACADEMY,CALIFORNIA,CALIFORNIA,KIMBER HILLS ACADEMY,ALAMEDA
KIMBERTON WALDORF SCHOOL,PENNSYLVANIA,PENNSYLVANIA,KIMBERTON WALDORF SCHOOL,CHESTER
KINDER CARE LEARNING CENTER,NEW JERSEY,NEW JERSEY,KINDER CARE LEARNING CENTER,BERGEN
KINDER CARE LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KINDER CARE LEARNING CENTER,BUTLER
KINDER CARE LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KINDER CARE LEARNING CENTER,MONTGOMERY
KINDER CARE LEARNING CENTER,PENNSYLVANIA,PENNSYLVANIA,KINDER CARE LEARNING CENTER,ALLEGHENY
KINDER CARE LEARNING CENTER #300570,INDIANA,INDIANA,KINDER CARE LEARNING CENTER #300570,BARTHOLOMEW
KINDER CARE LEARNING CENTER #808,MICHIGAN,MICHIGAN,KINDER CARE LEARNING CENTER #808,MACOMB
KINDER GARDEN SCHOOL,OHIO,OHIO,KINDER GARDEN SCHOOL,HAMILTON
KINDER GARDEN SCHOOL WEST CHESTER,OHIO,OHIO,KINDER GARDEN SCHOOL WEST CHESTER,BUTLER
KINDER KIDS CHRISTIAN PRESCHOOL,CALIFORNIA,CALIFORNIA,KINDER KIDS CHRISTIAN PRESCHOOL,LOS ANGELES
KINDERBOOK,MASSACHUSETTS,MASSACHUSETTS,KINDERBOOK,NORFOLK
