Private School Name,State Name [Private School] Latest available year,State Name [Private School] 2015-16,Private School Name [Private School] 2015-16,County Name [Private School] 2015-16
CARROLTON CHRISTIAN ACADEMY,TEXAS,TEXAS,CARROLTON CHRISTIAN ACADEMY,DENTON
CARSON LONG MILITARY INSTITUTE,PENNSYLVANIA,PENNSYLVANIA,CARSON LONG MILITARY ACADEMY,PERRY
CARTER CHRISTIAN ACADEMY,KENTUCKY,KENTUCKY,CARTER CHRISTIAN ACADEMY,CARTER
CARTERS CHRISTIAN ACADEMY,WISCONSIN,WISCONSIN,CARTERS CHRISTIAN ACADEMY,MILWAUKEE
CARVER CHRISTIAN ACADEMY,MISSOURI,MISSOURI,CARVER CHRISTIAN ACADEMY,JACKSON
CARY ACADEMY,NORTH CAROLINA,NORTH CAROLINA,CARY ACADEMY,WAKE
CARY CHRISTIAN SCHOOL,NORTH CAROLINA,NORTH CAROLINA,CARY CHRISTIAN SCHOOL,WAKE
CASA DE BAMBINI OF AVE MARIA,FLORIDA,FLORIDA,AVE MARIA MONTESSORI,COLLIER
CASA DE MONTESSORI,MARYLAND,MARYLAND,CASA DE MONTESSORI,MONTGOMERY
CASA DEI BAMBINI,GEORGIA,GEORGIA,CASA DEI BAMBINI MONTESSORI SCHOOL,COBB
CASA DEI BAMBINI,TEXAS,TEXAS,CASA DEI BAMBINI,FORT BEND
CASA DEI BAMBINI MONTESSORI SCHOOL,FLORIDA,FLORIDA,CASA DEI BAMBINI MONTESSORI SCHOOL,MIAMI-DADE
CASA DEI BAMBINI SCHOOL,CALIFORNIA,CALIFORNIA,CASA DEI BAMBINI SCHOOL,SANTA CLARA
CASA DEL BAMBINI,CALIFORNIA,CALIFORNIA,CASA DEL BAMBINI,SANTA CLARA
CASA DEL NINO BILINGUAL MONTESSORI SCHOOL,ARIZONA,ARIZONA,CASA DEL NINO BILINGUAL MONTESSORI SCHOOL,MARICOPA
CASA DI MIR MONTESSORI SCHOOL,CALIFORNIA,CALIFORNIA,CASA DI MIR MONTESSORI SCHOOL,SANTA CLARA
CASA MONTESSORI,FLORIDA,FLORIDA,CASA MONTESSORI,VOLUSIA
CASA MONTESSORI ACADEMY,FLORIDA,FLORIDA,CASA MONTESSORI ACADEMY,MIAMI-DADE
CASA MONTESSORI CHILD DEV CENTER,TEXAS,TEXAS,CASA MONTESSORI CHILD DEVELOPMENT CENTER,TRAVIS
CASA NINOS SCHOOL OF MONTESSORI - EAST CAMPUS,ARIZONA,ARIZONA,CASA NINOS SCHOOL OF MONTESSORI - EAST CAMPUS,PIMA
CASA PACIFICA NONPUBLIC SCHOOL,CALIFORNIA,CALIFORNIA,CASA PACIFICA NONPUBLIC SCHOOL,VENTURA
CASAS CHRISTIAN SCHOOL,ARIZONA,ARIZONA,CASAS CHRISTIAN SCHOOL,PIMA
CASCADE CANYON SCHOOL,CALIFORNIA,CALIFORNIA,CASCADE CANYON SCHOOL,MARIN
CASCADE CHRISTIAN - PUYALLUP ELEMENTARY,WASHINGTON,WASHINGTON,CASCADE CHRISTIAN - PUYALLUP ELEMENTARY,PIERCE
CASCADE CHRISTIAN -JUNIOR HIGH/HIGH SCHOOL,WASHINGTON,WASHINGTON,CASCADE CHRISTIAN -JUNIOR HIGH/HIGH SCHOOL,PIERCE
CASCADE CHRISTIAN ACADEMY,WASHINGTON,WASHINGTON,CASCADE CHRISTIAN ACADEMY,CHELAN
CASCADE CHRISTIAN SCHOOLS - FREDRICKSON ELEMENTARY,WASHINGTON,WASHINGTON,CASCADE CHRISTIAN SCHOOLS - FREDRICKSON ELEM,PIERCE
CASCADE CHRISTIAN SCHOOLS-TACOMA ELEMENTARY,WASHINGTON,WASHINGTON,CASCADE CHRISTIAN SCHOOLS-TACOMA ELEMENTARY,PIERCE
CASCADE MOUNTAIN HIGH SCHOOL,UTAH,UTAH,CASCADE MOUNTAIN HIGH SCHOOL,UTAH
CASCADE SUMMIT MONTESSORI SCHOOL,OREGON,OREGON,CASCADE SUMMIT MONTESSORI SCHOOL,CLACKAMAS
CASCADE VISTA BAPTIST SCHOOL,WASHINGTON,WASHINGTON,CASCADE VISTA BAPTIST SCHOOL,KING
CASCADES ACADEMY OF CENTRAL OREGON,OREGON,OREGON,CASCADES ACADEMY,DESCHUTES
CASCADIA MONTESSORI SCHOOL,WASHINGTON,WASHINGTON,CASCADIA MONTESSORI SCHOOL,KING
CASCADIA SCHOOL,WASHINGTON,WASHINGTON,CASCADIA SCHOOL,CLARK
CASCADILLA SCHOOL,NEW YORK,NEW YORK,CASCADILLA SCHOOL,TOMPKINS
CASCIA HALL PREPARATORY SCHOOL,OKLAHOMA,OKLAHOMA,CASCIA HALL PREPARATORY SCHOOL,TULSA
CASE EDUCATIONAL PROGRAM,CALIFORNIA,CALIFORNIA,CASE EDUCATIONAL PROGRAM,SAN DIEGO
CASEY AMISH MENNONITE SCHOOL,KENTUCKY,KENTUCKY,CASEY AMISH MENNONITE SCHOOL,CASEY
CASNER CHRISTIAN ACADEMY,TEXAS,TEXAS,CASNER CHRISTIAN ACADEMY,TRAVIS
CASSATA HIGH SCHOOL,TEXAS,TEXAS,CASSATA HIGH SCHOOL,TARRANT
CASSELMAN VALLEY SCHOOL,MARYLAND,MARYLAND,CASSELMAN VALLEY SCHOOL,GARRETT
CASTILE CHRISTIAN ACADEMY,NEW YORK,NEW YORK,CASTILE CHRISTIAN ACADEMY,WYOMING
CASTLE ACADEMY,PENNSYLVANIA,PENNSYLVANIA,CASTLE ACADEMY,MONTGOMERY
CASTLE ACADEMY,NEW JERSEY,NEW JERSEY,CASTLE ACADEMY,CAMDEN
CASTLE COUNTRY ACADEMICS,INDIANA,INDIANA,CASTLE COUNTRY ACADEMICS,WARRICK
CASTLE ELEMENTARY SCHOOL,CALIFORNIA,CALIFORNIA,CASTLE ELEMENTARY SCHOOL,LOS ANGELES
CASTLE HILLS FIRST BAPTIST SCHOOL,TEXAS,TEXAS,CASTLE HILLS FIRST BAPTIST SCHOOL,BEXAR
CASTLE ISLAND BILINGUAL MONTESSORI,NEW YORK,NEW YORK,CASTLE ISLAND BILINGUAL MONTESSORI,ALBANY
CASTLEHILL COUNTRY DAY SCHOOL,ARIZONA,ARIZONA,CASTLEHILL COUNTRY DAY SCHOOL,PIMA
CASTOR RIDGE SCHOOL,OHIO,OHIO,CASTOR RIDGE SCHOOL,MUSKINGUM
CATALYST PREPARATORY ACADEMY,UTAH,UTAH,CATALYST PREPARATORY ACADEMY,BOX ELDER
CATE SCHOOL,CALIFORNIA,CALIFORNIA,CATE SCHOOL,SANTA BARBARA
CATHEDRAL ACADEMY,SOUTH CAROLINA,SOUTH CAROLINA,CATHEDRAL ACADEMY,DORCHESTER
CATHEDRAL ACADEMY,ALABAMA,ALABAMA,CATHEDRAL ACADEMY,DALLAS
CATHEDRAL ACADEMY AT POMPEI,NEW YORK,NEW YORK,CATHEDRAL ACADEMY AT POMPEI,ONONDAGA
CATHEDRAL BAPTIST SCHOOL,ILLINOIS,ILLINOIS,CATHEDRAL BAPTIST SCHOOL,WINNEBAGO
CATHEDRAL CARMEL SCHOOL,LOUISIANA,LOUISIANA,CATHEDRAL CARMEL SCHOOL,LAFAYETTE
CATHEDRAL CATHOLIC ACADEMY,HAWAII,HAWAII,CATHEDRAL CATHOLIC ACADEMY,HONOLULU
CATHEDRAL CATHOLIC ACADEMY,PENNSYLVANIA,PENNSYLVANIA,CATHEDRAL CATHOLIC ACADEMY,CAMBRIA
CATHEDRAL CATHOLIC HIGH SCHOOL,CALIFORNIA,CALIFORNIA,CATHEDRAL CATHOLIC HIGH SCHOOL,SAN DIEGO
CATHEDRAL CHAPEL SCHOOL,CALIFORNIA,CALIFORNIA,CATHEDRAL CHAPEL SCHOOL,LOS ANGELES
CATHEDRAL ELEMENTARY SCHOOL,MINNESOTA,MINNESOTA,CATHEDRAL ELEMENTARY SCHOOL,POLK
CATHEDRAL HIGH SCHOOL,MASSACHUSETTS,MASSACHUSETTS,CATHEDRAL HIGH SCHOOL,HAMPDEN
CATHEDRAL HIGH SCHOOL,TEXAS,TEXAS,CATHEDRAL HIGH SCHOOL,EL PASO
CATHEDRAL HIGH SCHOOL 7-12,MINNESOTA,MINNESOTA,CATHEDRAL HIGH SCHOOL,STEARNS
CATHEDRAL HILL MONTESSORI SCHOOL,MINNESOTA,MINNESOTA,CATHEDRAL HILL MONTESSORI SCHOOL,RAMSEY
CATHEDRAL HOUSE MONTESSORI SCHOOL,TEXAS,TEXAS,CATHEDRAL HOUSE EPISCIPOL SCHOOL,HARRIS
CATHEDRAL OF FAITH CHRISTIAN SCHOOL,VIRGINIA,VIRGINIA,CATHEDRAL OF FAITH CHRISTIAN SCHOOL,CHESAPEAKE
CATHEDRAL OF LOVE CHRISTIAN SCHOOL,NEW JERSEY,NEW JERSEY,CATHEDRAL OF LOVE CHRISTIAN SCHOOL,BURLINGTON
CATHEDRAL OF ST RAYMOND SCHOOL,ILLINOIS,ILLINOIS,CATHEDRAL OF ST RAYMOND SCHOOL,WILL
CATHEDRAL OF THE HOLY SPIRIT SCHOOL,NORTH DAKOTA,NORTH DAKOTA,CATHEDRAL OF THE HOLY SPIRIT SCHOOL,BURLEIGH
CATHEDRAL OF THE PALMS CHRISTIAN SCHOOL,TEXAS,TEXAS,CATHEDRAL OF THE PALMS CHRISTIAN SCHOOL,NUECES
CATHEDRAL OF THE RISEN CHRIST SCHOOL,NEBRASKA,NEBRASKA,CATHEDRAL OF THE RISEN CHRIST SCHOOL,LANCASTER
CATHEDRAL PARISH SCHOOL,FLORIDA,FLORIDA,CATHEDRAL PARISH SCHOOL,ST. JOHNS
CATHEDRAL PREP SEMINARY,NEW YORK,NEW YORK,CATHEDRAL PREPARATORY SCHOOL AND SEMINARY,QUEENS
CATHEDRAL PREPARATORY SCHOOL,PENNSYLVANIA,PENNSYLVANIA,CATHEDRAL PREPARATORY SCHOOL,ERIE
CATHEDRAL SCHOOL,OREGON,OREGON,CATHEDRAL SCHOOL,MULTNOMAH
CATHEDRAL SCHOOL,WISCONSIN,WISCONSIN,CATHEDRAL SCHOOL,DOUGLAS
CATHEDRAL SCHOOL,NORTH CAROLINA,NORTH CAROLINA,CATHEDRAL SCHOOL,WAKE
CATHEDRAL SCHOOL,ILLINOIS,ILLINOIS,CATHEDRAL SCHOOL,SANGAMON
CATHEDRAL SCHOOL,MISSISSIPPI,MISSISSIPPI,CATHEDRAL SCHOOL,ADAMS
CATHEDRAL SCHOOL & EARLY CHILDHOOD CENTER,MISSOURI,MISSOURI,CATHEDRAL SCHOOL,BUCHANAN
CATHEDRAL SCHOOL FOR BOYS,CALIFORNIA,CALIFORNIA,CATHEDRAL SCHOOL FOR BOYS,SAN FRANCISCO
CATHEDRAL SCHOOL OF ST MARY,TEXAS,TEXAS,CATHEDRAL SCHOOL OF ST MARY,TRAVIS
CATHERINE LABOURE SPECIAL EDUCATION PROGRAM,NEW YORK,NEW YORK,CATHERINE LABOURE SPECIAL EDUCATION PROGRAM,KINGS
CATHOLIC ACADEMY WEST BUFFALO,NEW YORK,NEW YORK,CATHOLIC ACADEMY WEST BUFFALO,ERIE
CATHOLIC CENTRAL ELEMENTARY SCHOOL - PK-6,OHIO,OHIO,CATHOLIC CENTRAL SCHOOL,CLARK
CATHOLIC CENTRAL HIGH SCHOOL,OHIO,OHIO,CATHOLIC CENTRAL HIGH SCHOOL,JEFFERSON
CATHOLIC CENTRAL HIGH SCHOOL,WISCONSIN,WISCONSIN,CATHOLIC CENTRAL HIGH SCHOOL,RACINE
CATHOLIC CENTRAL HIGH SCHOOL,NEW YORK,NEW YORK,CATHOLIC CENTRAL HIGH SCHOOL,RENSSELAER
CATHOLIC CENTRAL HIGH SCHOOL,MICHIGAN,MICHIGAN,CATHOLIC CENTRAL HIGH SCHOOL,OAKLAND
CATHOLIC CENTRAL HIGH SCHOOL,MICHIGAN,MICHIGAN,CATHOLIC CENTRAL HIGH SCHOOL,KENT
CATHOLIC DAYCARE CENTER,ILLINOIS,ILLINOIS,CATHOLIC DAYCARE CENTER,ST. CLAIR
CATHOLIC HIGH SCHOOL,LOUISIANA,LOUISIANA,CATHOLIC HIGH SCHOOL,EAST BATON ROUGE
CATHOLIC HIGH SCHOOL,LOUISIANA,LOUISIANA,CATHOLIC HIGH SCHOOL,IBERIA
CATHOLIC HIGH SCHOOL,LOUISIANA,LOUISIANA,CATHOLIC HIGH SCHOOL,POINTE COUPEE
CATHOLIC HIGH SCHOOL FOR BOYS,ARKANSAS,ARKANSAS,CATHOLIC HIGH SCHOOL FOR BOYS,PULASKI
CATHOLIC MEMORIAL HIGH SCHOOL,WISCONSIN,WISCONSIN,CATHOLIC MEMORIAL HIGH SCHOOL,WAUKESHA
CATHOLIC SCHOOLS OF FAIRBANKS,ALASKA,ALASKA,CATHOLIC SCHOOLS OF FAIRBANKS,FAIRBANKS NORTH STAR
CATHYS KIDS CLUB,CALIFORNIA,CALIFORNIA,CALIFORNIA KIDS CENTERS,ORANGE
CATLIN GABEL SCHOOL,OREGON,OREGON,CATLIN GABEL SCHOOL,WASHINGTON
CATS ACADEMY BOSTON,MASSACHUSETTS,MASSACHUSETTS,CATS ACADEMY BOSTON,MIDDLESEX
CATTOIRA MONTESSORI SCHOOL,FLORIDA,FLORIDA,CATTOIRA MONTESSORI SCHOOL,MIAMI-DADE
CAVE CREEK MONTESSORI,ARIZONA,ARIZONA,CAVE CREEK MONTESSORI,MARICOPA
CAYUGA MENNONITE SCHOOL,NEW YORK,NEW YORK,CAYUGA MENNONITE SCHOOL,CAYUGA
CCCD - CONNECTICUT CENTER FOR CHILD DEVELOPMENT,CONNECTICUT,CONNECTICUT,CCCD - CONNECTICUT  CTR  FOR CHILD DEVELOPMENT,NEW HAVEN
CCHAT CENTER-SACRAMENTO,CALIFORNIA,CALIFORNIA,CCHAT CENTER-SACRAMENTO,SACRAMENTO
CCLC AT HERSHEY,PENNSYLVANIA,PENNSYLVANIA,CCLC AT HERSHEY,DAUPHIN
CCMT CATHOLIC SCHOOL - QUEEN OF APOSTLES CAMPUS,OHIO,OHIO,CCMT CATHOLIC SCHOOL,LUCAS
CDW AT PLAY CHILD CARE CENTER,ILLINOIS,ILLINOIS,CDW AT PLAY CHILD CARE CENTER,LAKE
CEDAR CATHOLIC HIGH SCHOOL,NEBRASKA,NEBRASKA,CEDAR CATHOLIC HIGH SCHOOL,CEDAR
CEDAR CHRISTIAN SCHOOL,GEORGIA,GEORGIA,CEDAR CHRISTIAN SCHOOL,POLK
CEDAR CREEK AMISH SCHOOL,INDIANA,INDIANA,CEDAR CREEK AMISH SCHOOL,ALLEN
CEDAR CREEK CHRISTIAN SCHOOL,MICHIGAN,MICHIGAN,CEDAR CREEK CHRISTIAN SCHOOL,BARRY
CEDAR CREEK MONTESSORI SCHOOL,CALIFORNIA,CALIFORNIA,CEDAR CREEK MONTESSORI SCHOOL,ALAMEDA
CEDAR CREEK SCHOOL,TEXAS,TEXAS,CEDAR CREEK SCHOOL,BEXAR
CEDAR CREEK SCHOOL,LOUISIANA,LOUISIANA,CEDAR CREEK SCHOOL,LINCOLN
CEDAR CREST ACADEMY,MICHIGAN,MICHIGAN,CEDAR CREST ACADEMY,OAKLAND
CEDAR CREST ACADEMY - BELLEVUE CAMPUS,WASHINGTON,WASHINGTON,CEDAR CREST ACADEMY - BELLEWOOD CAMPUS,KING
CEDAR CREST ACADEMY KIRKLAND,WASHINGTON,WASHINGTON,CEDAR CREST ACADEMY BELLEWOOD,KING
CEDAR FALLS SCHOOL,MISSOURI,MISSOURI,CEDAR FALLS SCHOOL,LEWIS
CEDAR FOREST CHRISTIAN SCHOOL,NORTH CAROLINA,NORTH CAROLINA,CEDAR FOREST CHRISTIAN SCHOOL,FORSYTH
CEDAR FORK MENNONITE SCHOOL,NORTH CAROLINA,NORTH CAROLINA,CEDAR FORK MENNONITE SCHOOL,DUPLIN
CEDAR GROVE AMISH PAROCHIAL SCHOOL,MARYLAND,MARYLAND,CEDAR GROVE AMISH PAROCHIAL SCHOOL,ST. MARY'S
CEDAR GROVE AMISH SCHOOL,DELAWARE,DELAWARE,CEDAR GROVE AMISH SCHOOL,KENT
CEDAR GROVE AMISH SCHOOL,INDIANA,INDIANA,CEDAR GROVE AMISH SCHOOL,DAVIESS
CEDAR GROVE CHRISTIAN ACADEMY,PENNSYLVANIA,PENNSYLVANIA,CEDAR GROVE CHRISTIAN ACADEMY,PHILADELPHIA
CEDAR GROVE SCHOOL,TENNESSEE,TENNESSEE,CEDAR GROVE SCHOOL,RUTHERFORD
CEDAR HALL SCHOOL,TENNESSEE,TENNESSEE,CEDAR HALL SCHOOL,RUTHERFORD
CEDAR HILL PREP SCHOOL,NEW JERSEY,NEW JERSEY,CEDAR HILL PREP SCHOOL,SOMERSET
CEDAR HILL PREPARTORY ACADEMY,TEXAS,TEXAS,CEDAR HILL PREPARTORY ACADEMY,DALLAS
CEDAR KNOLL PAROCHIAL,PENNSYLVANIA,PENNSYLVANIA,CEDAR KNOLL PAROCHIAL,CUMBERLAND
CEDAR LAKE CHRISTIAN ACADEMY,MISSISSIPPI,MISSISSIPPI,CEDAR LAKE CHRISTIAN ACADEMY,HARRISON
CEDAR LAKE ELEMENTARY SCHOOL,MICHIGAN,MICHIGAN,CEDAR LAKE ELEMENTARY SCHOOL,MONTCALM
CEDAR MONTESSORI SCHOOL,FLORIDA,FLORIDA,CEDAR MONTESSORI SCHOOL,COLLIER
CEDAR PARK CHRISTIAN - MOUNTLAKE TERRACE CAMPUS,WASHINGTON,WASHINGTON,CEDAR PARK CHRISTIAN - MOUNTLAKE TERRACE CAMPUS,SNOHOMISH
CEDAR RIDGE ACADEMY,UTAH,UTAH,CEDAR RIDGE ACADEMY,DUCHESNE
CEDAR RIDGE SCHOOL,MARYLAND,MARYLAND,CEDAR RIDGE SCHOOL,WASHINGTON
CEDAR RIVER MONTESSORI SCHOOL,WASHINGTON,WASHINGTON,CEDAR RIVER MONTESSORI SCHOOL,KING
CEDAR ROAD CHRISTIAN ACADEMY,VIRGINIA,VIRGINIA,CEDAR ROAD CHRISTIAN ACADEMY,CHESAPEAKE
CEDAR SPRINGS PAROCHIAL SCHOOL,PENNSYLVANIA,PENNSYLVANIA,CEDAR SPRINGS PAROCHIAL SCHOOL,JUNIATA
CEDAR SPRINGS SCHOOL,KENTUCKY,KENTUCKY,CEDAR SPRINGS SCHOOL,GRAYSON
CEDAR SPRINGS WALDORF SCHOOL,CALIFORNIA,CALIFORNIA,CEDAR SPRINGS WALDORF SCHOOL,EL DORADO
CEDAR SPRINGS WEEKDAY SCHOOL,TENNESSEE,TENNESSEE,CEDAR SPRINGS WEEKDAY SCHOOL,KNOX
CEDAR TREE CHRISTIAN CLASSICAL SCHOOL,WASHINGTON,WASHINGTON,CEDAR TREE CLASSICAL  CHRISTIAN SCHOOL,CLARK
CEDAR TREE MONTESSORI,WASHINGTON,WASHINGTON,CEDAR TREE MONTESSORI,WHATCOM
CEDAR VALLEY CHRISTIAN SCHOOL,IOWA,IOWA,CEDAR VALLEY CHRISTIAN SCHOOL,LINN
CEDAR WOOD CHRISTIAN ACADEMY,COLORADO,COLORADO,CEDAR WOOD CHRISTIAN ACADEMY,ADAMS
CEDARBROOK ADVENTIST CHRISTIAN,WASHINGTON,WASHINGTON,CEDARBROOK ADVENTIST CHRISTIAN,JEFFERSON
CEDARCREEK SCHOOLHOUSE ACADEMY,TENNESSEE,TENNESSEE,CEDARCREEK SCHOOLHOUSE ACADEMY,DAVIDSON
CEDARCREST SCHOOL,NEW HAMPSHIRE,NEW HAMPSHIRE,CEDARCREST SCHOOL,CHESHIRE
CEDARHURST SCHOOL,CONNECTICUT,CONNECTICUT,CEDARHURST SCHOOL,NEW HAVEN
CEDARS OF LEBANON ACADEMY,TENNESSEE,TENNESSEE,CEDARS OF LEBANON ACADEMY,GRUNDY
CEDARS PREPARATORY ACADEMY,TENNESSEE,TENNESSEE,CEDARS PREPARATORY ACADEMY,WILSON
CELEBRATE THE CHILDREN,NEW JERSEY,NEW JERSEY,CELEBRATE THE CHILDREN,MORRIS
CELEBRATION ACADEMY,MINNESOTA,MINNESOTA,CELEBRATION ACADEMY,DAKOTA
CELEBRATION ACADEMY,GEORGIA,GEORGIA,CELEBRATION ACADEMY,HALL
CELEBRATION BAPTIST KINDERSCHOOL,FLORIDA,FLORIDA,CELEBRATION BAPTIST KINDERSCHOOL,LEON
CELEBRATION CHRISTIAN ACADEMY,MARYLAND,MARYLAND,CELEBRATION CHRISTIAN ACADEMY,HOWARD
CELEBRATION LUTHERAN SCHOOL,WISCONSIN,WISCONSIN,CELEBRATION LUTHERAN SCHOOL,OUTAGAMIE
CELERYVILLE CHRISTIAN SCHOOL,OHIO,OHIO,CELERYVILLE CHRISTIAN SCHOOL,HURON
CENITINNIEL BAPTIST SCHOOL,IDAHO,IDAHO,CENTENNIAL BAPTIST SCHOOL,CANYON
CENLA CHRISTIAN ACADEMY,LOUISIANA,LOUISIANA,UNIVERSITY ACADEMY,RAPIDES
CENPATICO SCHOOLS,ARIZONA,ARIZONA,CENPATICO SCHOOLS,MARICOPA
CENTENNIAL ACADEMY,ARIZONA,ARIZONA,CENTENNIAL ACADEMY,MOHAVE
CENTENNIAL MONTESSORI SCHOOL,CALIFORNIA,CALIFORNIA,CENTENNIAL MONTESSORI SCHOOL,SAN MATEO
CENTER ACADEMY,FLORIDA,FLORIDA,CENTER ACADEMY,BROWARD
CENTER ACADEMY,FLORIDA,FLORIDA,CENTER ACADEMY,PINELLAS
CENTER ACADEMY,FLORIDA,FLORIDA,CENTER ACADEMY,ORANGE
CENTER ACADEMY,FLORIDA,FLORIDA,CENTER ACADEMY,PINELLAS
CENTER ACADEMY,FLORIDA,FLORIDA,CENTER ACADEMY,PASCO
CENTER ACADEMY - MANDARIN,FLORIDA,FLORIDA,CENTER ACADEMY - MANDARIN,DUVAL
CENTER ACADEMY - ORANGE PARK,FLORIDA,FLORIDA,CENTER ACADEMY - ORANGE PARK,CLAY
CENTER ACADEMY - RIVERVIEW,FLORIDA,FLORIDA,CENTER ACADEMY - RIVERVIEW,HILLSBOROUGH
CENTER ACADEMY - ST JOHNS BLUFF,FLORIDA,FLORIDA,CENTER ACADEMY - ST JOHNS BLUFF,DUVAL
CENTER ACADEMY SMYRNA,GEORGIA,GEORGIA,CENTER ACADEMY SMYRNA,COBB
CENTER FOR CREATIVE LEARNING,MARYLAND,MARYLAND,CENTER FOR CREATIVE LEARNING,BALTIMORE CITY
CENTER FOR DISABILITY SERVICES,NEW YORK,NEW YORK,CENTER FOR DISABILITY SERVICES,ALBANY
CENTER FOR EARLY EDUCATION,CALIFORNIA,CALIFORNIA,CENTER FOR EARLY EDUCATION,LOS ANGELES
CENTER FOR EDUC ADVANCEMENT-SPRING RUN SCHOOL,NEW JERSEY,NEW JERSEY,CTR  FOR EDUC ADVANCEMENT-SPRING RUN SCHOOL,HUNTERDON
CENTER FOR EDUCATION SCHOOL OF THE ARTS,FLORIDA,FLORIDA,CTR  FOR EDUCATION SCHOOL OF THE ARTS AND SCIENC,HILLSBOROUGH
CENTER FOR HEARING AND SPEECH,TEXAS,TEXAS,CENTER FOR HEARING AND SPEECH,HARRIS
CENTER FOR INDIVIDUALIZED TRAINING & EDUCATION,RHODE ISLAND,RHODE ISLAND,CTR  FOR INDIVIDUALIZED TRAINING & EDUCATION,PROVIDENCE
CENTER FOR LEARNING,SOUTH CAROLINA,SOUTH CAROLINA,CENTER FOR LEARNING INC,RICHLAND
CENTER FOR LEARNING UNLIMITED,CALIFORNIA,CALIFORNIA,CENTER FOR LEARNING UNLIMITED,LOS ANGELES
CENTER FOR SELF DEVELOPMENT,PENNSYLVANIA,PENNSYLVANIA,CENTER FOR SELF DEVELOPMENT,DELAWARE
CENTER FOR SPECTRUM SERVICES,NEW YORK,NEW YORK,CENTER FOR SPECTRUM SERVICES,ULSTER
CENTER FOR YOUNG CHILDREN,MARYLAND,MARYLAND,CENTER FOR YOUNG CHILDREN,PRINCE GEORGE'S
CENTER GROVE MONTESSORI,INDIANA,INDIANA,CENTER GROVE MONTESSORI,JOHNSON
CENTER GROVE SCHOOL,PENNSYLVANIA,PENNSYLVANIA,CENTER GROVE SCHOOL,LANCASTER
CENTER HILL SCHOOL,ARKANSAS,ARKANSAS,CENTER HILL SCHOOL,WHITE
CENTER MONTESSORI SCHOOL,FLORIDA,FLORIDA,CENTER MONTESSORI SCHOOL,MANATEE
CENTER OF LIFE ACADEMY,FLORIDA,FLORIDA,CENTER OF LIFE ACADEMY,MIAMI-DADE
CENTER PAROCHIAL SCHOOL,PENNSYLVANIA,PENNSYLVANIA,CENTER PAROCHIAL SCHOOL,LANCASTER
CENTER PLACE RESTORATION SCHOOL,MISSOURI,MISSOURI,CENTER PLACE RESTORATION SCHOOL,JACKSON
CENTER RIDGE SCHOOL,OHIO,OHIO,CENTER RIDGE SCHOOL,TUSCARAWAS
CENTER ROAD CHRISTIAN ACADEMY,NEW YORK,NEW YORK,CENTER ROAD CHRISTIAN ACADEMY,ERIE
CENTER SCHOOL,MASSACHUSETTS,MASSACHUSETTS,CENTER SCHOOL,HAMPDEN
CENTER SQUARE AMISH SCHOOL,INDIANA,INDIANA,CENTER SQUARE AMISH SCHOOL,SWITZERLAND
CENTER VIEW SCHOOL,INDIANA,INDIANA,CENTER VIEW PAROCIAL SCHOOL,WAYNE
CENTERS OF LEARNING,CALIFORNIA,CALIFORNIA,CENTERS OF LEARNING,LOS ANGELES
CENTERVIEW THERAPEUTIC SCHOOL,ILLINOIS,ILLINOIS,CENTERVIEW THERAPEUTIC SCHOOL,COOK
CENTRAL ACADEMY,MISSISSIPPI,MISSISSIPPI,CENTRAL ACADEMY,NOXUBEE
CENTRAL ACRES SDA SCHOOL,MONTANA,MONTANA,CENTRAL ACRES CHRISTIAN SCHOOL,YELLOWSTONE
CENTRAL ARK CHRISTIAN SCHOOL,ARKANSAS,ARKANSAS,CENTRAL ARKANSAS CHRISTIAN SCHOOL,PULASKI
CENTRAL BAPTIST ACADEMY,TEXAS,TEXAS,CENTRAL BAPTIST ACADEMY,MONTGOMERY
CENTRAL BAPTIST ACADEMY,OHIO,OHIO,CENTRAL BAPTIST ACADEMY,HAMILTON
CENTRAL BAPTIST CHRISTIAN ACADEMY,NEW YORK,NEW YORK,CENTRAL BAPTIST CHRISTIAN ACADEMY,BROOME
CENTRAL BAPTIST CHRISTIAN ACADEMY,TEXAS,TEXAS,CENTRAL BAPTIST CHRISTIAN ACADEMY,RANDALL
CENTRAL BAPTIST CHRISTIAN SCHOOL,NEW YORK,NEW YORK,CENTRAL BAPTIST CHRISTIAN SCHOOL,CATTARAUGUS
CENTRAL BAPTIST PRESCHOOL AND KINDERGARTEN,TENNESSEE,TENNESSEE,CENTRAL BAPTIST PRESCHOOL AND KINDERGARTEN,WASHINGTON
CENTRAL BAPTIST SCHOOL,TENNESSEE,TENNESSEE,CENTRAL BAPTIST SCHOOL,SHELBY
CENTRAL CATHOLIC,INDIANA,INDIANA,CENTRAL CATHOLIC,MARION
CENTRAL CATHOLIC ELEMENTARY,TEXAS,TEXAS,CENTRAL CATHOLIC ELEMENTARY,NUECES
CENTRAL CATHOLIC HIGH SCHOOL,PENNSYLVANIA,PENNSYLVANIA,CENTRAL CATHOLIC HIGH SCHOOL,ALLEGHENY
CENTRAL CATHOLIC HIGH SCHOOL,OREGON,OREGON,CENTRAL CATHOLIC HIGH SCHOOL,MULTNOMAH
CENTRAL CATHOLIC HIGH SCHOOL,PENNSYLVANIA,PENNSYLVANIA,ALLENTOW CENTRAL CATHOLIC HIGH SCHOOL.,LEHIGH
