county_name,state,hwyprop,ryprop,rate_food_env_neg,pct_pub_transport_log,rate_al_pn_gm_env_log,rate_civic_env_log,rate_ed_env_log,rate_ent_env_log,rate_food_env_pos_log,rate_hc_env_log,rate_rec_env_log,rate_trans_env_log,fatal_rate_log,county_pop_2000,pct_rent_occ,pct_vac_units,med_hh_value,med_hh_inc,pct_pers_lt_pov,pct_no_eng,pct_hs_more,pct_unemp,med_rooms,work_out_co,pct_mt_10units_log,violent_rate_log
Childress County,TX,0.1096589,0.1820175,0.0011707,-2.995732,-7.827803,-8.921447,-8.167417,-8.201653,-6.071721,-5.924722,-7.812241,-8.903591,-8.194567,7688,29.34519,19.1239,44900,27457,17.6,17.7,65,5.7,4.9,7.7,2.047693,6.023702
Clay County,TX,0.0630494,0.233117,0.000636,-1.386294,-9.218372,-12.59321,-7.194704,-8.538417,-6.530073,-6.928315,-9.157273,-9.243897,-5.774661,11006,16.97895,13.40144,48100,35738,10.3,3.3,80.4,3.5,5.3,64.6,-1.89712,6.050224
Cochran County,TX,0,0.2707815,0.0005362,-0.597837,-11.69925,-12.59321,-10.65215,-8.172894,-5.886384,-6.773705,-11.13792,-12.05765,-6.823,3730,25.89763,17.51733,25700,27525,27,42.3,62.7,11.1,5,27.7,-0.1625189,6.359223
Coke County,TX,0.0111609,0.1938731,0.0002588,-1.386294,-11.69925,-12.59321,-8.172009,-8.206405,-5.828394,-6.146272,-6.458369,-12.05765,-11.0398,3864,21.24352,45.69117,48100,29085,13,14.4,74.2,4.4,4.7,37.1,-1.89712,5.940886
Coleman County,TX,0.0497964,0.1460891,0.0012994,-1.89712,-7.326305,-9.099739,-7.961729,-7.495642,-6.091639,-6.055449,-7.494832,-8.411033,-7.163874,9235,25.40499,25.89558,32300,25658,19.9,10.2,71,6.4,5,23.6,1.147402,5.899609
Collin County,TX,0.0408143,0.2083443,0.0006976,-0.1625189,-8.993617,-10.07796,-7.015062,-7.247854,-6.223952,-5.847901,-8.213945,-8.918417,-8.302283,491675,31.34308,6.630339,155500,70835,4.9,18.5,91.8,3,6.1,51.3,2.870736,5.475354
Collingsworth Cou,TX,0.0377327,0.1966294,0.0009357,-2.995732,-11.69925,-12.59321,-7.342469,-11.16934,-5.841942,-5.747656,-8.027234,-12.05765,-6.119548,3206,21.09737,24.89843,35400,25438,18.7,18.2,71.3,4.3,5.3,20.5,-2.995732,6.00674
Colorado County,TX,0.0651774,0.1710192,0.0009809,-0.597837,-7.271743,-9.856699,-7.183048,-7.263431,-6.073543,-5.907326,-8.082655,-9.172082,-5.713242,20390,23.33464,18.97996,59200,32425,16.2,19.9,69.1,5.1,5.2,28.8,0.896088,5.971986
Comal County,TX,0.0363639,0.1517137,0.001051,-1.89712,-7.719461,-10.08034,-7.484097,-6.919625,-6.041748,-5.698123,-7.411688,-9.568445,-6.957313,78021,22.79295,11.16205,117000,46147,8.6,19.6,83.9,3.8,5.3,45.9,1.731656,6.645449
Comanche County,TX,0.0254677,0.2170866,0.0012833,-2.995732,-7.916162,-12.59321,-6.95847,-7.724427,-5.983457,-5.835196,-9.362909,-9.470407,-7.895139,14026,23.79573,22.28008,43600,28422,17.3,19,70.2,4.4,5,29.7,-0.0512933,5.848988
Concho County,TX,0.0613988,0.1349563,0.0015129,-1.049822,-7.576015,-12.59321,-8.196016,-11.16934,-6.808272,-6.300139,-7.167887,-12.05765,-7.561009,3966,24.95274,28.89785,43600,31313,11.9,29.2,59.3,3.6,5.1,29,-1.386294,5.864694
Cooke County,TX,0.0715505,0.227443,0.000935,-0.1625189,-7.840938,-9.362385,-7.288064,-7.530258,-6.100833,-5.900327,-7.825171,-8.850571,-7.017514,36363,27.9484,9.415046,73100,37649,14.1,9.7,79.2,4.6,5.3,33.7,1.047319,6.712683
Coryell County,TX,0.0278047,0.1571549,0.0005068,-1.386294,-9.498022,-10.04517,-7.401314,-8.13125,-6.931741,-7.09258,-8.913574,-10.33427,-7.752772,74978,45.19799,8.385379,69500,35999,9.5,15.3,81.1,6.7,5.2,69.7,1.470176,5.931648
Cottle County,TX,0.0343359,0.1484652,0.0010504,-1.386294,-11.69925,-7.545288,-10.65215,-11.16934,-6.393974,-6.409012,-6.844828,-12.05765,-5.75486,1904,28.41463,24.63235,26900,25446,18.4,15.9,66.1,5.8,5,22.5,-0.1625189,5.862372
Crane County,TX,0.1268878,0.1819954,0.0015015,-2.995732,-8.260228,-12.59321,-8.202565,-7.175766,-6.166771,-5.706481,-7.571247,-7.588381,-6.205624,3996,14.70588,14.78697,39100,32194,13.4,40.6,68.7,8.3,5.1,23.4,-0.0512933,6.218231
Crockett County,TX,0.0957267,0.201077,0.0017077,-1.049822,-8.284892,-12.59321,-6.908306,-7.59691,-5.80134,-6.479322,-8.260422,-12.05765,-6.915939,4099,28.54331,25.62226,52400,29355,19.4,48,62.1,6.6,4.7,13.2,1.238374,6.074283
Crosby County,TX,0.0421912,0.1794755,0.0008484,-1.386294,-8.806877,-8.840192,-7.43666,-7.453,-6.70302,-6.122918,-11.13792,-12.05765,-7.449642,7072,30.65287,21.54903,35600,25769,28.1,41.8,61.8,8.2,5.1,35.5,-1.049822,6.0833
Culberson County,TX,0.071343,0.051773,0.0006723,0.1397619,-7.973707,-12.59321,-7.270233,-7.957006,-5.207709,-6.022357,-7.955722,-12.05765,-5.912598,2975,29.56274,20.36336,32500,25882,25.1,73.4,56.1,6.1,5.1,8.6,-0.4307829,6.395556
Dallam County,TX,0.0354238,0.1622494,0.0020894,-0.597837,-6.935538,-8.715065,-8.598675,-7.60833,-5.812817,-6.490658,-7.607424,-8.024939,-5.553636,6222,37.03064,14.08973,44600,27946,14.1,19.6,65,4.7,5.1,23.6,0.1397619,6.143306
Dallas County,TX,0.0623033,0.270007,0.0008473,1.294727,-7.931075,-9.612387,-7.174394,-7.427622,-5.993867,-5.705489,-8.38946,-8.743466,-8.089478,2218899,47.40256,5.443972,92700,43324,13.4,32.5,75,5.6,4.8,12.8,3.236716,6.008592
Dawson County,TX,0.0490968,0.1071215,0.0006673,-1.89712,-9.498022,-9.56566,-7.936795,-7.112445,-6.19908,-6.029478,-7.96259,-9.531924,-11.0398,14985,26.59755,14.07273,39300,28211,19.7,44.3,65.2,8.2,5.2,10.4,1.011601,6.215444
Deaf Smith County,TX,0.0281337,0.2104986,0.0009159,-0.597837,-8.680301,-12.59321,-7.822173,-8.646732,-5.941456,-5.971917,-7.992908,-9.726178,-7.84132,18561,32.55663,10.61614,46600,29601,20.6,48.9,60.9,8.6,5,16.8,1.081805,6.218152
Delta County,TX,0,0.2924783,0.0007509,-1.049822,-8.537395,-8.56274,-10.65215,-7.850646,-5.776482,-6.454866,-7.849492,-12.05765,-6.373868,5327,22.92264,13.11203,39400,29094,17.6,2.2,75.5,5.6,5.2,59.6,0.6151856,6.264851
Denton County,TX,0.0572762,0.19322,0.0007575,-0.2876821,-8.450002,-9.822922,-6.98642,-7.421251,-6.32487,-5.968354,-8.139613,-9.466524,-7.903495,432976,35.51475,5.453712,133200,58216,6.6,15.5,89.4,3.8,5.6,56,2.841998,5.269017
DeWitt County,TX,0.0460872,0.2448922,0.0011992,-1.89712,-7.491331,-9.177921,-7.303394,-7.676057,-6.121756,-5.983715,-7.395271,-9.154905,-6.942916,20013,23.3523,17.69073,47100,28714,19.6,23.2,67.9,5.8,5.1,28.7,0.2231435,6.087319
Dickens County,TX,0.0538986,0.1557101,0.0007241,-0.2876821,-7.900927,-12.59321,-7.860321,-7.88539,-5.940619,-6.761709,-7.210686,-12.05765,-11.0398,2762,22.34694,28.36257,22900,25898,17.4,21.8,70.6,5.1,5,19.1,-2.995732,5.931242
Dimmit County,TX,0.0618652,0.1410712,0.0012685,-1.049822,-8.499845,-8.524243,-7.011062,-11.16934,-6.596967,-5.987253,-9.095674,-12.05765,-6.515882,10248,26.05804,19.55253,29000,21917,33.2,76.5,54.3,14.2,4.8,20.3,-0.597837,5.9845
Donley County,TX,0.0840431,0.1223974,0.0013062,-2.995732,-8.218943,-12.59321,-6.622689,-8.197649,-6.775938,-6.137208,-6.629556,-12.05765,-8.190591,3828,25.60203,33.64172,46100,29006,15.9,6.4,78.2,9.5,5,27.8,-1.89712,5.972921
Duval County,TX,0.0596079,0.1957175,0.0007622,-2.995732,-8.34745,-12.59321,-8.020822,-11.16934,-6.473249,-6.59532,-8.697816,-9.408792,-6.979627,13120,19.1954,21.52264,28600,22416,27.2,78.4,59.7,9.5,4.9,37.7,0.5596158,6.16056
Eastland County,TX,0.048923,0.2316953,0.001257,-1.89712,-7.997804,-9.753431,-7.570276,-7.83233,-5.887465,-6.046322,-8.363829,-9.712867,-7.227203,18297,23.31649,23.31623,33100,26832,16.8,10.4,72.6,7.9,5.1,17.7,0.9745597,5.893218
Ector County,TX,0.0732534,0.1921205,0.0010485,-1.386294,-7.227134,-9.847201,-7.251726,-7.445952,-6.092789,-5.747155,-7.996764,-9.541626,-7.834475,121123,31.3552,11.42222,47700,31152,18.7,37.1,68,7.7,4.9,14.6,2.613739,6.34682
Edwards County,TX,0.0090786,0.1429841,0.0004625,-1.049822,-7.661077,-12.59321,-10.65215,-11.16934,-6.513284,-7.535958,-11.13792,-12.05765,-6.062424,2162,20.34956,34.18242,38200,25298,31.6,46.7,67.1,4.9,5.1,23.9,-1.386294,5.840802
Ellis County,TX,0.0944991,0.2137382,0.0007453,-0.1625189,-8.852666,-10.14441,-7.515735,-7.533431,-6.232874,-6.227314,-8.30188,-9.463943,-7.796553,111360,23.75473,5.249418,91400,50350,8.6,16.8,77.8,5.2,5.5,51.4,1.238374,5.763439
El Paso County,TX,0.0436245,0.1323213,0.0006077,0.8109302,-7.962734,-10.08513,-7.259514,-7.909604,-6.408011,-6.24144,-8.578271,-9.847107,-8.335914,679622,36.38952,6.426907,69600,31051,23.8,73.3,65.8,9.5,5.1,4.8,2.583997,5.722414
Erath County,TX,0.0563272,0.1683327,0.0007273,-1.89712,-8.074754,-9.269082,-7.645586,-6.893754,-6.153419,-5.945937,-8.266629,-10.22922,-7.289528,33001,36.93507,12.85536,67600,30708,16,14.8,77.1,10.7,4.9,17.4,1.967112,5.097883
Falls County,TX,0.0527744,0.2297489,0.0008613,-1.386294,-8.405652,-12.59321,-7.584734,-7.995131,-6.280481,-6.323447,-7.993797,-9.083708,-6.639218,18576,28.32512,15.17367,38800,26589,22.6,13.9,66.2,7.4,5.2,45.3,0.9745597,6.030163
Fannin County,TX,0.0243699,0.2340407,0.0007362,-1.049822,-8.900652,-9.216409,-7.886587,-8.003771,-6.130037,-6.056046,-8.102934,-10.1832,-7.54613,31242,25.33994,13.82789,54500,34501,13.9,6.4,72.5,5.2,5.2,40.2,0.3715636,6.308963
Fayette County,TX,0.0871575,0.2246022,0.0014676,-1.89712,-7.089517,-8.866786,-7.462794,-7.082585,-5.945154,-5.506289,-8.318957,-9.870052,-7.39837,21804,21.84132,21.51534,71600,34526,11.4,20.3,71.3,3.4,5.3,25.9,0.7178398,5.984086
Fisher County,TX,0.0014046,0.1573817,0.0002302,-1.386294,-11.69925,-12.59321,-7.244277,-8.317114,-6.134042,-6.145618,-8.315273,-12.05765,-5.972348,4344,23.19328,21.60738,31300,27659,17.5,19.6,73.3,4.4,5.1,35.8,-1.386294,5.884287
Floyd County,TX,0,0.2254937,0.0006434,-0.7985077,-11.69925,-8.93199,-7.527002,-7.327066,-5.975198,-6.151657,-11.13792,-12.05765,-8.204391,7771,26.04396,15.24371,37900,26851,21.5,40.4,63.5,6.7,5.2,24.8,-0.7985077,5.971977
Foard County,TX,0,0.1822408,0.001233,-2.995732,-11.69925,-7.385961,-10.65215,-6.686934,-6.242185,-5.976714,-11.13792,-12.05765,-11.0398,1622,25,21.88235,26100,25813,14.3,12.5,70,2.2,5,27.7,0.3715636,5.964943
Fort Bend County,TX,0.0187898,0.1878867,0.0007787,0.5596158,-8.09684,-10.36251,-6.90232,-7.474975,-6.228656,-5.907032,-8.485937,-8.926666,-7.8317,354452,19.19217,4.376202,115100,63831,7.1,30.7,84.3,4.9,6.3,63.4,1.894617,5.93979
Franklin County,TX,0.0367719,0.2149449,0.0006344,-1.049822,-8.422792,-8.045332,-7.713959,-7.735578,-6.387772,-6.078614,-8.394754,-12.05765,-8.388141,9458,21.01758,26.85113,66100,31955,15.6,10.1,77.4,4.5,5.1,46.7,0.0487902,6.398399
Freestone County,TX,0.077225,0.1845651,0.0008395,-2.995732,-8.367911,-9.7313,-6.992061,-7.680162,-6.059829,-6.256446,-8.609035,-12.05765,-7.459837,17867,21.35701,19.04645,56000,31283,14.2,6.9,76.8,4.2,5.1,37,0.2231435,6.310004
Frio County,TX,0.0565684,0.1989581,0.0007999,-1.89712,-8.059769,-8.975307,-8.218015,-9.490054,-6.722438,-6.13619,-9.484119,-9.60635,-7.189521,16252,31.01413,16.20141,35100,24504,29,61.2,57.7,7.3,4.7,23.4,0.9360933,5.954723
Gaines County,TX,0.0834647,0.061522,0.0006221,-2.995732,-11.69925,-12.59321,-7.904037,-8.143563,-6.041874,-6.442921,-7.753471,-8.845697,-6.732836,14467,21.40568,13.47505,48000,30432,21.7,47.7,56.2,5.5,5.1,19.4,0.1397619,6.285015
Galveston County,TX,0.0190395,0.1999844,0.0008954,0.3715636,-7.264573,-9.956994,-6.966391,-7.357643,-6.075455,-5.886258,-7.911922,-9.193483,-7.952306,250158,33.75324,15.17099,85200,42419,13.2,17.2,80.9,6.7,5.1,39.3,2.561096,6.096293
Garza County,TX,0.1231975,0.1719003,0.001642,-2.995732,-7.3792,-12.59321,-6.529011,-6.688138,-5.819328,-5.977897,-7.763304,-12.05765,-6.180907,4872,29.10403,13.74481,38700,27206,22.3,30.1,70.1,5.7,5.2,19.4,1.599388,6.078793
Gillespie County,TX,0.0415793,0.1081691,0.0009128,-1.89712,-7.842464,-8.539464,-7.140507,-6.532475,-5.477492,-5.495123,-7.355371,-8.527244,-7.090657,20814,22.49736,13.94668,106400,38109,10.2,26.5,80.1,3.7,5.2,17.8,0.896088,3.568828
Glasscock County,TX,0.0199354,0.1110091,0.0014225,-2.995732,-11.69925,-12.59321,-7.215844,-11.16934,-9.251163,-9.552127,-11.13792,-12.05765,-11.0398,1406,32.71222,26.81818,56400,35655,14.7,27,69.9,3.5,5.1,33.3,-2.995732,6.088984
Goliad County,TX,0.0457405,0.3588212,0.0008661,-0.597837,-7.442703,-12.59321,-8.071386,-7.432849,-6.091904,-6.31822,-7.711722,-8.804209,-5.946778,6928,19.74281,22.82545,57400,34201,16.4,29.2,72.4,3.2,5.1,45.7,-0.597837,6.115475
Gonzales County,TX,0.0601979,0.2205927,0.0008052,-1.049822,-7.514541,-9.770794,-7.825422,-7.720587,-6.405284,-6.160617,-8.647587,-8.698715,-6.111578,18628,30.83161,17.23212,48500,28368,18.6,34.1,62,4.8,4.9,25.2,0.6678294,5.930965
Gray County,TX,0.0504275,0.2071662,0.0010552,-1.386294,-7.379681,-9.301414,-7.586506,-7.020364,-6.243728,-5.630035,-7.696863,-8.890433,-7.517205,22744,22.55203,16.78811,36700,31368,13.8,13,75.3,5.4,5.2,13.5,1.599388,6.34682
Grayson County,TX,0.0638149,0.1699364,0.0008861,-1.386294,-7.877975,-9.274399,-7.35631,-7.176158,-6.159931,-5.524904,-7.815706,-9.719501,-7.116318,110595,29.4546,11.31326,69100,37178,11.3,7.1,80.2,4.7,5.2,21,1.832582,5.976161
Gregg County,TX,0.0420578,0.2242763,0.0014545,-1.386294,-7.227134,-8.824432,-7.230788,-7.244068,-5.931386,-5.357462,-7.892191,-9.255338,-7.168796,111379,35.89149,7.900926,76800,35006,15.1,9.3,79.1,6.9,5.2,14.6,2.145931,6.301657
Grimes County,TX,0.0214426,0.1901079,0.000552,-1.386294,-7.848339,-9.989155,-7.536708,-7.639227,-6.276856,-6.520964,-8.598675,-9.938079,-6.559037,23552,22.19786,18.30348,56700,32280,16.6,14.1,67.3,6.2,5.1,44.7,0.5596158,6.100945
Guadalupe County,TX,0.0428316,0.2061557,0.000674,-1.386294,-7.848851,-9.279744,-7.544239,-7.281576,-6.343294,-6.325679,-8.605751,-10.13921,-8.160744,89023,22.98058,7.99464,91400,43949,9.8,26.8,78.1,5.4,5.3,57.9,1.178655,5.775871
Hale County,TX,0.0347563,0.1891371,0.0007923,-1.386294,-8.839467,-9.755154,-7.682655,-7.644645,-6.131923,-5.86732,-8.062779,-8.532307,-7.265788,36602,35.15658,11.4668,53800,31280,18,39.3,65.9,6.7,5,13.9,1.266948,6.087854
Hall County,TX,0.0362901,0.1926902,0.0013221,-1.049822,-8.207138,-12.59321,-8.152376,-11.16934,-5.899761,-6.402415,-7.121258,-12.05765,-11.0398,3782,25.71059,22.1328,24100,23016,26.3,25.6,61.7,9,5.1,19.5,0.6678294,5.944509
Hamilton County,TX,0.0451874,0.209862,0.0003646,-1.89712,-8.949515,-8.308575,-6.911914,-8.266046,-6.030247,-5.735072,-7.382329,-12.05765,-6.699725,8229,22.22881,24.26487,47300,31150,14.2,9,73.8,2.6,5.2,31.7,0.0487902,5.81306
Hansford County,TX,0,0.3458084,0.0009313,-2.995732,-11.69925,-12.59321,-7.170875,-7.464799,-5.913171,-6.462397,-7.464014,-8.557494,-6.782401,5369,25.63591,13.91155,49900,35438,16.4,29.5,69.9,4,5.3,15.7,-0.2876821,5.983023
Hardeman County,TX,0.0639834,0.2202162,0.0010584,-2.995732,-8.421883,-7.356397,-6.65021,-8.395861,-6.113451,-6.226554,-11.13792,-12.05765,-7.336771,4724,26.76274,17.59966,29300,28312,17.8,11.9,70.7,4.2,5.3,27.7,-0.0512933,5.994535
Hardin County,TX,0.0475267,0.1407854,0.0010817,-2.995732,-8.53995,-12.59321,-7.250034,-7.534927,-6.390809,-6.431304,-7.85206,-9.593066,-6.914025,48073,17.47262,10.23896,75800,37612,11.2,3.4,79.5,5.7,5.2,59.8,0.6151856,1.186318
Harris County,TX,0.0496111,0.2325953,0.000901,1.423108,-7.516929,-9.503437,-7.059334,-7.546225,-6.080339,-5.72298,-8.356564,-8.833275,-8.026928,3400578,44.66029,7.134417,87000,42598,15,36.2,74.6,6.4,4.9,6.5,3.297687,6.031217
Harrison County,TX,0.0632877,0.2349941,0.0007406,-1.386294,-8.29485,-9.385944,-7.653354,-7.513991,-6.274783,-6.070919,-8.404534,-10.17792,-6.862352,62110,22.84402,12.11983,68400,33520,16.7,6.5,78.3,7.4,5.3,39.9,0.5596158,6.391205
Hartley County,TX,0.0554365,0.1941334,0.0001806,-2.995732,-8.574293,-12.59321,-10.65215,-7.213601,-6.174138,-6.186191,-11.13792,-12.05765,-5.973841,5537,23.56608,8.863636,94000,46327,6.6,11.2,77.3,1.2,5.7,56.1,0.9745597,6.231806
Haskell County,TX,0.0450105,0.1367187,0.001313,-1.89712,-7.996912,-8.694557,-7.569307,-7.088438,-6.182383,-5.649962,-8.630082,-8.680301,-8.62172,6093,21.05878,27.73558,30600,23690,22.8,17.3,71.1,5.2,5,26.7,-1.049822,5.907286
Hays County,TX,0.0365332,0.1693232,0.0010145,-0.4307829,-7.856053,-8.636004,-7.512434,-6.830979,-6.088681,-5.983477,-8.471981,-9.465233,-7.785667,97589,35.10925,6.264905,129400,45006,14.3,23.1,84.7,6.3,5.1,49.5,2.346602,5.979075
Hemphill County,TX,0.086704,0.2058907,0.0020889,-2.995732,-8.089641,-8.105762,-7.385066,-6.718955,-5.782761,-5.533926,-8.069468,-7.414257,-6.030892,3351,22.65625,17.31266,56800,35456,12.6,13.3,79.9,3.1,5.4,15.8,0.896088,6.011103
Henderson County,TX,0,0.2127007,0.0007779,-1.89712,-7.998995,-10.39141,-8.03523,-7.394539,-6.231958,-6.131808,-7.56274,-9.971766,-7.369553,73277,20.025,19.84416,75300,32533,15.1,7.5,73.5,6.5,5,45.3,0.6678294,6.92773
Hidalgo County,TX,0.021515,0.1369489,0.0007744,-1.049822,-8.257139,-10.07796,-7.709268,-8.369636,-6.355078,-6.08198,-9.136625,-9.058478,-7.767075,569463,26.94358,18.5998,52400,24863,35.9,83.1,50.5,12,4.5,7.8,1.536867,6.032882
Hill County,TX,0.0346356,0.1934025,0.0010829,-1.89712,-8.399855,-8.96979,-7.399514,-8.036311,-6.078025,-6.352865,-8.034922,-8.951057,-6.871375,32321,25.03278,16.54814,54700,31600,15.7,12.9,71.8,4.9,5.1,36.8,0.6151856,5.920346
Hockley County,TX,0.0179346,0.214157,0.0009245,-1.049822,-7.928019,-9.30032,-7.111035,-7.696753,-6.135335,-6.326685,-8.565071,-8.888982,-8.033996,22716,25.58169,12.61478,50400,31085,18.9,29.3,68.2,6.9,5.1,33.1,1.147402,5.823564
Hood County,TX,0,0.2080771,0.0012165,-2.995732,-8.032917,-9.479593,-7.190715,-7.140066,-6.049602,-5.780215,-7.170615,-9.179811,-7.697303,41100,18.80564,15.33107,112100,43668,8.5,7.5,83.5,4.8,5.2,45.3,0.9745597,1.186318
Hopkins County,TX,0.040768,0.2614515,0.0008448,-1.89712,-9.188579,-9.237763,-7.553542,-7.773115,-6.212311,-5.914744,-7.932885,-9.590137,-6.747551,31960,28.61794,12.36805,61000,32136,14.6,9.8,73.6,4.8,5.1,24.6,1.599388,5.481368
Houston County,TX,0,0.2258422,0.0005607,-0.7985077,-8.618119,-12.59321,-8.536631,-7.931631,-6.196326,-5.962819,-8.846045,-9.925734,-7.386033,23185,23.92542,23.02889,49300,28119,21,7.5,70,6.1,5.2,20.9,0.0487902,7.111818
Howard County,TX,0.0936499,0.1257526,0.0011598,-1.386294,-7.633219,-9.674044,-7.728849,-7.454035,-6.393675,-5.666154,-8.284297,-8.988798,-7.353183,33627,30.47678,16.18957,39000,30805,18.6,31.1,70.6,6.7,5,8.6,1.848455,5.565574
Hudspeth County,TX,0.0859377,0.0502885,0.000299,-1.89712,-8.087687,-12.59321,-10.65215,-8.068988,-6.651409,-9.552127,-8.067552,-12.05765,-5.167666,3344,19.04762,25.76479,30500,21045,35.8,74.1,46.1,8.2,4.8,24.8,-2.995732,6.413666
Hunt County,TX,0.0479162,0.2222482,0.0010706,-1.89712,-8.083465,-9.585835,-7.537271,-7.555356,-6.302129,-5.965933,-7.554496,-9.755068,-7.008847,76596,28.56447,11.53586,62000,36752,12.8,8.8,76.9,5.8,5.1,38,2.073172,7.146674
Hutchinson County,TX,0,0.2854217,0.0007545,-1.386294,-7.86097,-9.347363,-7.401314,-7.74408,-6.104096,-5.740005,-7.488556,-9.320155,-9.75593,23857,21.14618,14.60767,45300,36588,11.1,13,79.6,5.6,5.2,15.6,1.047319,5.740355
Irion County,TX,0,0.2167579,0.0022586,-1.386294,-11.69925,-12.59321,-10.65215,-7.454554,-6.051384,-7.360705,-6.773355,-12.05765,-11.0398,1771,22.33429,24.07002,60800,37500,8.4,22.8,78.8,2.6,5.1,46.6,-2.995732,6.026931
Jack County,TX,0.0854894,0.201875,0.0006847,-1.89712,-8.349563,-9.049115,-6.858346,-7.444412,-6.606688,-6.395741,-11.13792,-12.05765,-7.112506,8763,23.17033,16.93021,44100,32500,12.9,6.6,75.8,4,5.1,37.2,-0.1625189,6.042471
Jackson County,TX,0.0387013,0.2632286,0.0011813,-2.995732,-8.15847,-9.52649,-7.581002,-7.925249,-6.422432,-6.077175,-9.384099,-9.49403,-6.787442,14391,26.25562,18.47212,52700,35254,14.7,19,72.7,5,5.1,36.2,1.294727,6.030405
Jasper County,TX,0.0618625,0.1299644,0.0011235,-1.386294,-8.055663,-9.064553,-7.54405,-7.562259,-6.211662,-5.952686,-7.876261,-12.05765,-6.827697,35604,19.4052,18.85859,59900,30902,18.1,5,73,7.2,5.1,35.2,0.7178398,1.186318
Jeff Davis County,TX,0.0415881,0.1707391,0.0004531,-2.995732,-11.69925,-12.59321,-7.648518,-6.990811,-5.375846,-6.549836,-7.66779,-12.05765,-6.988694,2207,29.79911,36.90141,59800,32212,15,36.9,74.7,5.8,5,28.3,-2.995732,6.169357
Jefferson County,TX,0.0243741,0.2277913,0.0009998,-0.0512933,-7.657473,-9.500759,-7.440401,-7.377599,-6.025228,-5.483792,-7.95259,-8.95725,-7.745582,252051,34.05146,9.012539,59400,34706,17.4,13.2,78.5,8.1,5.2,9.2,2.374906,6.111634
Jim Hogg County,TX,0,0.2734518,0.0013255,-2.995732,-7.857086,-12.59321,-7.818188,-11.16934,-5.601099,-6.140452,-8.497636,-8.541486,-6.945613,5281,22.42424,21.36049,32400,25833,25.9,81.8,58,8.1,4.8,25.2,0.6151856,6.164998
Jim Wells County,TX,0.0281502,0.1802348,0.0009917,-1.049822,-7.850133,-9.160645,-7.587493,-8.132611,-6.187966,-5.946931,-8.431245,-9.777737,-7.064234,39326,23.5167,12.53796,41300,28843,24.1,62.6,64.8,6.6,5.1,27.8,1.147402,6.952514
Johnson County,TX,0.0593469,0.157833,0.0006466,-1.89712,-9.107783,-10.86086,-7.743042,-7.322211,-6.412084,-6.261464,-8.498126,-9.582854,-7.899443,126811,21.12018,5.690635,81900,44621,8.8,12,77.6,4.6,5.4,57.6,0.7654678,6.177685
Jones County,TX,0.0499544,0.1084925,0.0007217,-1.89712,-8.78769,-12.59321,-7.591447,-9.112307,-6.508174,-6.665711,-8.273659,-9.82838,-7.949468,20785,20.8469,15.14649,34600,29572,16.8,16.4,64.3,6.1,5.3,48,0.1397619,5.964581
Karnes County,TX,0,0.2940655,0.0006474,-2.995732,-7.433694,-8.925951,-7.130211,-7.538867,-6.021223,-6.274438,-9.442904,-8.908016,-7.420666,15446,25.9991,18.70779,41600,26526,21.9,43.2,59.1,6.5,5.1,27.8,-0.4307829,6.081696
Kaufman County,TX,0.0445976,0.2624063,0.0008133,-1.386294,-7.721941,-9.729618,-7.269084,-7.563799,-6.165246,-6.163749,-7.995279,-9.946395,-6.730488,71313,20.79862,6.757739,85700,44783,10.5,11,74.5,4.5,5.4,57.2,0.7654678,6.828523
Kendall County,TX,0.0611645,0.202022,0.0006739,-1.89712,-8.25099,-8.668627,-7.051568,-6.428668,-6.099495,-5.816789,-7.738442,-9.315701,-7.11079,23743,20.37617,10.36528,139900,49521,10.5,17,85.4,3.3,5.6,52.5,0.7178398,5.897771
Kenedy County,TX,0.1552929,0,0,-2.995732,-11.69925,-12.59321,-10.65215,-11.16934,-9.251163,-9.552127,-11.13792,-12.05765,-4.925038,414,59.42029,50.88968,22500,25000,15.3,85.4,57.9,6.5,4.2,30.5,-0.2876821,6.222077
Kent County,TX,0,0.176447,0,-2.995732,-11.69925,-12.59321,-10.65215,-11.16934,-9.251163,-6.032557,-11.13792,-12.05765,-6.055747,859,21.52975,35.93467,24200,30433,10.4,11.4,78.1,3.8,4.9,17.9,-2.995732,5.983432
Kerr County,TX,0.0420976,0.1164103,0.0009621,-1.049822,-7.5766,-9.261686,-7.156665,-6.412693,-5.96381,-5.35566,-7.609641,-9.025522,-7.39935,43653,26.68837,11.9389,96600,34283,14.5,18.2,81.2,4.6,5.1,10.7,1.731656,5.834413
Kimble County,TX,0.0676786,0.1250703,0.0011191,-2.995732,-7.693237,-12.59321,-8.304302,-7.680595,-5.437924,-6.172819,-8.34177,-12.05765,-6.780991,4468,26.42015,37.71696,50700,29396,18.8,18,72.1,3,4.6,12.2,0.7654678,5.796685
King County,TX,0.0699874,0.051183,0.002809,-2.995732,-5.871976,-12.59321,-10.65215,-11.16934,-9.251163,-5.849947,-5.869761,-12.05765,-11.0398,356,61.11111,37.93103,13800,35625,20.7,4.8,78.1,0,4.8,31.1,-2.995732,5.939672
Kinney County,TX,0.0355526,0.0845074,0.0002959,-0.7985077,-7.418248,-12.59321,-7.392994,-8.078938,-6.924088,-6.680739,-7.407888,-12.05765,-5.922106,3379,22.14612,31.09596,45800,28320,24,47.2,66.9,9.4,4.8,27.8,0.7178398,5.916771
