county_name,state,hwyprop,ryprop,rate_food_env_neg,pct_pub_transport_log,rate_al_pn_gm_env_log,rate_civic_env_log,rate_ed_env_log,rate_ent_env_log,rate_food_env_pos_log,rate_hc_env_log,rate_rec_env_log,rate_trans_env_log,fatal_rate_log,county_pop_2000,pct_rent_occ,pct_vac_units,med_hh_value,med_hh_inc,pct_pers_lt_pov,pct_no_eng,pct_hs_more,pct_unemp,med_rooms,work_out_co,pct_mt_10units_log,violent_rate_log
Archuleta County,CO,0.0288063,0.0335679,0.0014144,-1.89712,-7.394701,-12.59321,-7.370029,-6.624458,-5.487736,-5.400051,-6.624119,-12.05765,-6.247312,9898,23.21608,35.93046,167400,37901,11.7,11.9,87.3,4.9,5,10.4,0.896088,6.410654
Baca County,CO,0.0144239,0.0418395,0.0006642,-2.995732,-7.703822,-8.400322,-7.28194,-11.16934,-6.72302,-5.563677,-11.13792,-8.38968,-5.924685,4517,23.46457,19.41624,47300,28099,16.9,5.8,78.5,2.4,5.3,5.7,-1.049822,6.044424
Bent County,CO,0.0374226,0.0228353,0.0003334,-1.049822,-7.981577,-8.679153,-7.554305,-7.572704,-6.439941,-5.96313,-7.571829,-8.665113,-6.292597,5998,32.25162,15.34235,57200,28125,19.5,16.8,77.2,5.3,5.5,29.7,-0.1625189,6.050808
Boulder County,CO,0.0278796,0.1729757,0.0007999,1.599388,-7.962734,-9.36355,-7.148872,-7.122063,-6.052702,-5.185301,-7.852574,-9.504711,-8.738775,291288,35.25549,4.353628,241900,55861,9.5,13.6,92.8,4.4,5.8,20.1,2.769459,5.875984
Chaffee County,CO,0.0696307,0.0182557,0.0010467,-0.597837,-7.199312,-9.6412,-7.263074,-6.467373,-5.733418,-5.581967,-6.908105,-8.956473,-7.71284,16242,26.73147,21.54433,152800,34368,11.7,8.7,88.5,4.7,5.2,7.7,0.896088,5.823152
Cheyenne County,CO,0.0629077,0.0437897,0,-2.995732,-6.605431,-12.59321,-6.990974,-11.16934,-5.883364,-5.892362,-11.13792,-12.05765,-5.759195,2231,25,20.36199,62400,37054,11.1,7.6,84.1,1.1,5.8,11.8,-0.4307829,5.839862
Clear Creek Count,CO,0.1298875,0.0764615,0.0009655,0.7654678,-7.515275,-12.59321,-7.487484,-6.565088,-5.646826,-6.213634,-7.503867,-9.087238,-6.728731,9322,24.06071,21.62637,200400,50997,5.4,3.5,93.4,2,5.4,56.4,1.470176,5.775803
Conejos County,CO,0.0206344,0.0411869,0.0005952,-0.7985077,-7.412765,-12.59321,-8.24812,-8.92441,-6.65583,-6.168273,-8.283505,-12.05765,-6.625928,8400,21.37584,23.31446,57000,24744,23,42.1,72.1,6,5.2,36.7,-0.2876821,6.391364
Costilla County,CO,0.0094322,0.0143506,0.000819,-1.386294,-8.176089,-12.59321,-8.122957,-7.487395,-5.776676,-7.024233,-8.154114,-12.05765,-7.48392,3663,21.49035,31.74387,61200,19531,26.8,59.5,68.2,13.2,4.8,28.2,-1.89712,6.386023
Crowley County,CO,0,0.1136929,0,-0.4307829,-7.218092,-12.59321,-7.859285,-11.16934,-6.261542,-6.930871,-11.13792,-12.05765,-11.0398,5518,27.09867,11.93256,57200,26803,18.5,14.7,77.5,5.7,5.4,38.7,-1.89712,5.989547
Custer County,CO,0,0.0897777,0.0002855,-2.995732,-7.053128,-12.59321,-7.427706,-6.54214,-5.733356,-6.328981,-7.44313,-12.05765,-8.106575,3503,21.08108,50.48511,134100,34731,13.3,3.6,90.3,3.7,5,27.2,-0.597837,5.955972
Delta County,CO,0.0291739,0.0759221,0.0007185,-1.89712,-7.088558,-8.824432,-7.48303,-7.039688,-6.196719,-5.64928,-7.638293,-10.08501,-7.712616,27834,22.53572,10.6352,115500,32785,12.1,10.3,80.1,5.6,5.4,21.4,-0.1625189,5.990002
Denver County,CO,0.0346514,0.1695221,0.0008366,2.134166,-7.240574,-8.612081,-7.277732,-7.263003,-5.87539,-5.255881,-8.38902,-8.5796,-8.176978,554636,47.48636,4.852149,165800,39500,14.3,27,78.9,5.7,4.6,36.6,3.464172,6.286882
Dolores County,CO,0.0167081,0.019967,0.0021692,-2.995732,-6.818921,-12.59321,-10.65215,-6.412449,-6.363746,-7.396575,-7.493215,-12.05765,-11.0398,1844,23.94905,34.1995,76800,32196,13.1,5.7,76,6.1,4.9,43.3,-2.995732,6.285645
Douglas County,CO,0.0395481,0.1723192,0.0005462,0.4382549,-8.282516,-10.3562,-7.30488,-7.739934,-6.390391,-6.033099,-8.1149,-9.366994,-7.860062,175766,12.11674,3.803704,236000,82929,2.1,7.2,97,1.7,7.3,68.6,1.619388,4.429327
Eagle County,CO,0.0806968,0.0362332,0.0010802,2.145931,-7.044148,-9.216409,-7.141265,-7.065228,-5.354063,-5.600572,-6.774318,-7.91315,-7.823671,41659,36.26221,31.49111,369100,62682,7.8,24.7,86.6,3.3,5.3,15.2,3.032546,1.186318
Elbert County,CO,0.038037,0.0876115,0.0007045,0.1397619,-7.927741,-12.59321,-8.399632,-7.566887,-6.434196,-6.515679,-7.910558,-9.788375,-7.778475,19872,10.5613,4.822156,221600,62480,4,4.8,92.5,2.4,6.6,71.6,-0.7985077,5.939664
El Paso County,CO,0.0268539,0.1496293,0.0006229,0.0487902,-7.621105,-9.400352,-7.361964,-7.374085,-6.336041,-5.523876,-8.496655,-9.68999,-8.006317,516929,35.32371,4.949414,147100,46844,8,11.4,91.3,4.7,5.9,4.8,2.649715,6.236516
Fremont County,CO,0.0460782,0.0725143,0.0004551,-0.597837,-7.201992,-9.314646,-7.901062,-7.456802,-6.339775,-5.839619,-8.053617,-9.555652,-7.863697,46145,24.03493,11.15777,104900,34150,11.7,7.4,80.5,4.1,5.2,20.6,1.373716,5.973746
Garfield County,CO,0.0548641,0.0224863,0.0013245,1.115142,-7.066516,-9.048265,-7.427706,-7.114287,-5.849271,-5.302175,-7.367967,-9.028019,-8.523463,43791,34.85735,6.385556,200700,47016,7.5,15.5,85.4,2.7,5.2,26.4,2.047693,5.792222
Gilpin County,CO,0,0.1298669,0.0006306,0.2231435,-11.69925,-12.59321,-6.835667,-7.064409,-6.770518,-6.999926,-7.74028,-8.440232,-7.736837,4757,21.53695,30.24923,180600,51942,4,4.7,94.1,2.1,4.9,59.3,1.658228,5.780818
Grand County,CO,0.0573631,0.0234878,0.0012056,0.3001046,-6.782445,-9.387137,-7.313245,-7.015118,-5.17757,-5.742872,-6.424065,-8.700515,-7.324711,12442,31.68473,53.41472,205500,47759,7.3,6.1,92.3,3.2,4.6,12.2,2.598979,5.723007
Gunnison County,CO,0.0211692,0.0427342,0.0009315,1.081805,-6.593163,-9.496757,-8.078132,-7.042545,-5.512253,-5.782647,-6.240311,-7.738557,-7.43666,13956,41.56488,38.16092,189400,36916,15,6.6,94.1,5.3,4.6,4.4,2.317474,6.024771
Hinsdale County,CO,0,0.0853463,0.0037975,-0.597837,-11.69925,-12.59321,-6.65354,-6.660974,-5.266954,-5.554875,-5.973173,-12.05765,-11.0398,790,35.09749,72.46932,213300,37279,7.2,4.9,93.1,2.2,5,14.5,-2.995732,6.316541
Huerfano County,CO,0.0698018,0.0428759,0.0011447,-0.7985077,-6.765388,-8.94341,-7.811007,-7.338384,-5.683098,-5.653493,-7.833718,-8.925161,-6.253375,7862,29.36405,32.98543,75200,25775,18,18.2,77.8,8.6,4.9,15.9,0.2231435,6.209293
Jackson County,CO,0.0015857,0.0637396,0.0006341,-0.7985077,-5.973703,-12.59321,-7.326685,-6.6591,-5.724006,-6.228023,-6.658749,-12.05765,-11.0398,1577,32.07262,42.27074,86000,31821,14,3.8,86.2,4.3,5,7,-0.597837,5.715463
Jefferson County,CO,0.0403148,0.1579538,0.0007381,1.20896,-7.52821,-9.85099,-7.148108,-7.417914,-6.190696,-5.587027,-8.052988,-9.222413,-8.223219,527056,27.50174,3.021818,187900,57339,5.2,9.2,91.8,3.2,6.3,52.1,2.691243,5.791793
Kiowa County,CO,0.0193075,0.1092433,0.0006165,-0.597837,-7.378079,-12.59321,-10.65215,-11.16934,-6.623329,-5.976714,-11.13792,-12.05765,-6.284146,1622,28.7218,18.60465,46100,30494,12.2,3.5,86.3,3,5.5,14.8,-0.597837,5.899882
Kit Carson County,CO,0.0553728,0.0453714,0.0014979,-0.7985077,-7.867998,-12.59321,-7.828682,-7.85296,-5.955094,-5.871994,-7.573579,-8.272288,-6.673197,8011,27.89298,12.82799,80400,33152,12.1,13.2,77,2.2,5.8,6.6,1.20896,5.786183
Lake County,CO,0.0589981,0.0854244,0.0008961,1.238374,-6.654354,-12.59321,-7.805101,-7.33225,-5.930859,-6.219043,-7.549164,-8.919165,-7.329274,7812,31.91132,23.92027,115400,37691,12.9,26.4,79.5,6,5.1,52.1,2.110213,5.79026
La Plata County,CO,0.0432079,0.0553149,0.0010924,0.0487902,-7.153528,-8.874619,-7.223631,-6.727519,-5.698676,-4.918779,-6.869833,-8.46555,-7.299243,43941,31.62842,16.48447,183900,40159,11.7,9.4,91.4,5.7,5.2,5.6,1.619388,5.922851
Larimer County,CO,0.0387591,0.1726488,0.0007595,-0.0512933,-7.655359,-9.552901,-7.242459,-6.915485,-6.082309,-5.301974,-7.719799,-9.369336,-7.606619,251494,32.33708,7.807044,172000,48655,9.2,8.5,92.3,4.2,5.7,15.8,2.213754,5.672722
Las Animas County,CO,0.0263631,0.0708472,0.0005261,-0.597837,-6.292786,-9.578582,-8.417574,-6.843654,-5.954246,-5.821064,-8.189509,-9.544415,-7.649358,15207,29.62903,19.08507,84500,28273,17.3,20.8,76.9,5.7,5.1,9.8,1.147402,6.054708
Lincoln County,CO,0.0485844,0.104179,0.0009857,-2.995732,-8.664534,-8.693364,-7.951169,-7.586999,-6.264271,-5.914633,-7.977343,-8.003173,-5.57419,6087,31.14674,14.46384,77800,31914,11.7,6.9,81.8,2.3,5.5,10.2,0.4382549,5.851553
Logan County,CO,0.0536638,0.1034069,0.0005853,-2.995732,-7.277226,-9.860524,-7.403774,-7.419581,-6.037215,-5.553171,-8.260808,-8.790973,-7.198575,20504,30.15495,10.36325,87700,32724,12.2,8.2,82.3,3.8,5.4,9.2,1.470176,5.606078
Mesa County,CO,0.0482545,0.0543565,0.0006451,-0.597837,-7.429979,-9.808269,-7.272246,-7.324483,-6.102262,-5.430581,-7.493933,-8.977643,-7.977926,116255,27.31598,5.377166,118900,35864,10.2,8,85,5.7,5.3,4.3,1.7492,5.86753
Mineral County,CO,0.0546184,0.0815478,0,-1.386294,-5.621723,-12.59321,-6.703142,-6.023657,-5.316583,-9.552127,-5.619998,-12.05765,-6.709355,831,26.79045,66.3092,127400,34844,10.2,1.9,91.6,2.8,4.9,17.2,-0.7985077,6.331199
Moffat County,CO,0.0309025,0.0138161,0.0012136,0.3715636,-7.079018,-9.443598,-7.644332,-7.514725,-5.8959,-5.659503,-7.663523,-8.756085,-7.381205,13184,27.95505,11.57054,104600,41528,8.3,8.4,79.6,5.5,5.3,27.6,2.246015,5.520292
Montezuma County,CO,0.0418421,0.0398494,0.0008812,-1.049822,-7.662991,-8.953414,-7.471366,-7.116749,-5.996316,-5.496878,-7.565246,-9.948485,-7.738671,23830,25.22552,12.34639,109100,32083,16.4,13.3,81.1,6.9,5.2,14.5,0.3001046,6.395751
Montrose County,CO,0.0197503,0.0427193,0.0008375,-1.049822,-7.148554,-12.59321,-7.335849,-7.141201,-6.097003,-5.431083,-7.976178,-9.256384,-7.74051,33432,25.12459,8.160823,121200,35234,12.6,11.6,80.7,5,5.3,14.7,1.20896,5.945879
Morgan County,CO,0.0582288,0.1806087,0.0007361,-1.89712,-7.253632,-10.12177,-7.672935,-8.083789,-6.305737,-5.733371,-8.524469,-9.441012,-7.055617,27171,31.51274,8.366955,95900,34568,12.4,25.6,71.4,4.2,5.4,10.7,1.398717,5.172045
Otero County,CO,0.0439697,0.0870913,0.000837,-0.4307829,-6.91478,-12.59321,-7.246099,-7.804244,-6.15889,-5.622401,-8.726372,-8.503783,-8.71717,20311,30.7702,10.13276,66300,29738,18.8,21.9,75.7,8.3,5.3,16,1.536867,6.070771
Ouray County,CO,0.0589494,0.0170623,0.0018707,-1.049822,-6.026719,-12.59321,-7.099703,-6.024318,-5.120138,-5.378649,-6.827605,-12.05765,-6.605986,3742,27.03046,26.56104,244700,42019,7.2,5.7,93.4,3.6,5.4,27.8,0.2231435,6.217219
Park County,CO,0.0235797,0.0706224,0.0007574,0.8544154,-7.620493,-12.59321,-7.348822,-6.929899,-5.989068,-6.490988,-7.25994,-9.50203,-8.780183,14523,12.21581,44.90044,172100,51899,5.6,4.2,93.3,2.9,4.8,64,-1.386294,5.750749
Phillips County,CO,0.0186524,0.0835604,0.0006696,-2.995732,-7.011783,-8.392346,-6.776947,-7.683197,-6.546381,-5.175843,-7.004872,-12.05765,-11.0398,4480,23.69455,11.56902,79800,32177,11.6,10.9,81.6,2.8,5.8,11.3,0.4382549,5.728286
Pitkin County,CO,0,0.1000604,0.0011431,2.36556,-6.710052,-8.889018,-6.456584,-6.19908,-4.832937,-4.819273,-6.552496,-7.20159,-7.383777,14872,40.92846,32.57726,750000,59375,6.2,12.1,96.3,3.2,4.7,8.9,3.013081,5.783506
Prowers County,CO,0.0529019,0.0696972,0.0010357,-1.049822,-7.085806,-9.533373,-7.587098,-7.606116,-6.386524,-5.842372,-7.475239,-12.05765,-8.407666,14483,33.84209,11.20964,67900,29935,19.5,24.4,72,3.9,5.2,6.6,1.147402,5.911574
Pueblo County,CO,0.0486498,0.0893945,0.0008977,-0.2876821,-6.991028,-10.35935,-7.620799,-7.503232,-6.244604,-5.493299,-8.144768,-10.51967,-7.525517,141472,29.58097,7.377049,95200,32775,14.9,16.1,81.3,6.3,5.3,10.3,1.9947,6.523379
Rio Blanco County,CO,0.0276815,0.0400069,0.0016706,-1.386294,-6.61151,-12.59321,-7.552398,-7.070981,-5.775386,-5.632602,-6.606873,-8.662797,-6.124882,5986,29.61839,19.22942,94700,37711,9.6,6.6,88.4,6,5.4,10.9,1.599388,5.731768
Rio Grande County,CO,0.0490634,0.0714598,0.0011278,-2.995732,-7.217956,-9.384753,-7.197239,-7.210077,-6.161067,-5.846274,-7.781585,-12.05765,-8.638514,12413,29.2491,21.68916,82400,31836,14.5,27.6,78.1,6.1,5.3,21.7,1.20896,6.348977
Routt County,CO,0.0235173,0.049219,0.0012697,0.7654678,-7.105109,-12.59321,-6.82144,-7.161487,-5.47034,-5.056368,-6.413211,-9.13895,-7.554114,19690,30.74312,29.09869,268500,53612,6.1,6.1,95.3,3.1,5.1,4.7,2.818398,5.693396
Saguache County,CO,0.0348953,0.0210113,0.001183,-2.995732,-6.73271,-12.59321,-7.541408,-7.059625,-6.803395,-6.442733,-11.13792,-12.05765,-6.726226,5917,30.56522,25.49401,73900,25495,22.6,36.5,70,6.1,4.9,32.2,0.7654678,6.063667
San Juan County,CO,0.1126766,0,0.0053763,-2.995732,-6.319746,-12.59321,-10.65215,-5.223135,-4.52371,-5.212626,-4.531246,-12.05765,-5.626752,558,32.71375,57.43671,131500,30764,20.9,9,92.1,3,5,25,0.1397619,6.344556
San Miguel County,CO,0,0.0685749,0.0009099,1.238374,-6.22476,-8.089657,-6.976516,-6.387593,-5.065018,-5.681791,-6.387326,-6.995822,-7.163486,6594,48.42455,41.98576,358200,48514,10.4,10.8,93.6,2.6,4.5,4.7,3.236716,6.2204
Sedgwick County,CO,0.0909108,0.0900637,0.0007281,-1.386294,-6.812081,-12.59321,-10.65215,-7.205892,-6.257411,-5.197287,-7.205286,-12.05765,-7.203268,2747,26.60944,16.00577,57100,28278,10,9.3,79.3,1.4,5.7,19.2,-0.4307829,5.719452
Summit County,CO,0.1027122,0.0914369,0.0014014,1.619388,-6.6591,-8.941879,-7.145949,-6.960734,-5.328323,-5.616252,-6.209397,-7.750563,-6.794292,23548,40.98684,62.31561,317500,56587,9,13.6,93.3,2.8,4.6,5.7,3.741235,5.741011
Teller County,CO,0,0.1293295,0.0007784,-0.7985077,-7.031054,-9.864363,-6.911111,-7.271311,-6.102798,-6.00969,-8.26352,-8.793606,-7.939036,20555,19.10422,22.86238,162000,50165,5.4,4,94,4,5.5,43.9,0.5007753,5.795762
Washington County,CO,0.0210657,0.0700224,0.000203,-1.89712,-7.10584,-12.59321,-7.365593,-8.435152,-6.153513,-6.266928,-8.433082,-7.794973,-5.788965,4926,26.29462,13.78413,70800,32431,11.4,5.2,81.7,1.6,5.6,26.6,0.7654678,5.765155
Weld County,CO,0.0394817,0.1862534,0.0006466,-0.7985077,-7.600502,-9.743156,-7.581002,-7.807927,-6.452104,-5.983715,-8.285089,-9.158697,-7.172177,180936,31.33587,4.452065,140400,42321,12.5,20.3,79.6,5.5,5.7,33,2.047693,5.626091
Yuma County,CO,0.0380735,0.052572,0.0009145,-2.995732,-7.104744,-8.48475,-6.971601,-7.379681,-5.938341,-5.676844,-8.049223,-8.473176,-11.0398,9841,28.94737,11.52503,77100,33169,12.9,11.5,79.5,2.4,5.9,6.3,0.8544154,5.707784
Fairfield County,CT,0.0543288,0.2009683,0.0006628,2.098018,-7.884593,-8.954187,-7.082764,-7.331944,-5.93967,-5.353798,-8.03523,-7.943956,-8.82951,882567,30.75668,4.487637,288900,65249,6.9,23.9,84.4,4.8,5.9,20,2.513656,5.018543
Hartford County,CT,0.0615851,0.2129011,0.0007525,1.266948,-7.705375,-9.03727,-7.294521,-7.642558,-6.090313,-5.493226,-8.355712,-8.741588,-8.469594,857183,35.76416,5.077304,147300,50756,9.3,21.7,82.4,6.2,5.5,13.1,2.635479,5.333815
Litchfield County,CT,0.0460622,0.2758122,0.0005983,0.0487902,-7.675841,-8.993658,-7.100188,-7.021708,-6.009181,-5.550465,-7.841065,-8.500336,-8.588958,182193,24.79071,9.73419,156600,56273,4.5,8.2,85.9,3.8,5.9,45.2,1.619388,4.969779
Middlesex County,CT,0.0649418,0.2524119,0.0007609,0.2231435,-7.604107,-9.507467,-7.086702,-7.344556,-6.10262,-5.515466,-7.699508,-9.067106,-8.601934,155071,27.91771,8.834064,166000,59175,4.6,9.5,88.7,4.8,5.7,48.4,2.266958,4.171537
New Haven County,CT,0.0666824,0.1680142,0.0008349,1.178655,-7.618455,-9.181802,-7.305624,-7.762246,-6.008082,-5.365965,-8.457274,-8.682068,-8.411258,824008,36.8891,6.366294,151900,48834,9.5,17.7,83,5.9,5.4,25.2,2.621039,5.307921
New London County,CT,0.0788651,0.3757588,0.0008453,0.5007753,-7.659592,-8.972151,-7.395271,-7.65557,-6.119525,-5.705188,-7.679405,-8.543024,-8.056136,259088,33.34201,9.793628,142200,50646,6.4,10.3,86,4.1,5.6,17.2,2.047693,5.724092
Tolland County,CT,0.0487099,0.2455053,0.0005573,0.3001046,-7.991578,-10.12426,-7.176485,-7.799109,-6.415501,-6.031016,-8.645879,-8.838087,-8.262357,136364,26.53193,4.14776,151600,59044,5.6,10,89.2,3.7,5.9,62.5,2.110213,4.70207
Windham County,CT,0.0667377,0.4049834,0.0007425,-0.4307829,-7.773353,-9.006624,-7.71665,-7.601102,-6.314318,-5.854541,-8.397856,-8.987197,-7.968927,109091,32.57985,6.408244,117200,45115,8.5,11.7,79.6,5.8,5.4,43,1.638997,5.77525
Kent County,DE,0.0627745,0.2287335,0.0007735,-0.1625189,-7.605513,-9.4052,-7.086105,-7.783384,-6.306449,-5.844201,-8.09013,-8.261002,-8.111228,126697,30.01863,6.451932,114100,40950,10.7,7.9,79.4,5.6,5.7,20.7,2.034706,6.368487
New Castle County,DE,0.0618733,0.1985923,0.0007436,1.373716,-7.714967,-9.177921,-7.071157,-7.761306,-6.291975,-5.674248,-8.438151,-8.767579,-7.613481,500265,29.87377,5.305707,136000,52419,8.4,10.7,85.5,5.2,6.1,14.4,2.656757,7.000403
Sussex County,DE,0.0441444,0.1744875,0.0009129,-0.2876821,-7.708933,-9.516933,-7.160135,-7.528396,-5.952783,-5.863335,-7.539525,-8.530786,-7.121382,156638,19.29143,32.76351,122400,39208,10.5,7.1,76.5,4.9,5.7,23.6,1.373716,6.479289
District of Colum,DC,0.0365182,0.2578729,0.0008268,3.504055,-7.637567,-7.250816,-6.905209,-7.040258,-5.711653,-5.200692,-9.141281,-8.073469,-7.988184,572059,59.24265,9.644345,157200,40127,20.2,16.8,77.8,10.8,4,27,3.722072,7.377056
Alachua County,FL,0.0907876,0.2022946,0.0010094,0.896088,-8.090293,-9.005809,-7.321228,-7.609136,-6.203174,-5.553326,-8.245831,-9.062783,-8.094707,217955,45.05251,7.994701,97300,31426,22.8,11.5,88.1,7,5,6.9,2.794228,6.645968
Baker County,FL,0.0327829,0.1269878,0.000584,-1.386294,-8.18825,-9.938183,-7.565825,-8.548684,-6.480137,-6.73032,-11.13792,-9.889585,-7.156537,22259,18.74201,7.231296,80900,40035,14.7,3.9,71.9,4.5,5.4,51.7,-0.2876821,1.186318
Bay County,FL,0.049965,0.0856995,0.0011267,-1.049822,-7.599304,-10.40123,-7.582179,-8.054403,-6.215308,-5.954419,-7.933164,-9.081947,-7.29747,148217,31.38581,24.01734,93500,36092,13,6.4,81,4.9,5,5,2.455306,6.846456
Bradford County,FL,0.0359286,0.1236818,0.0007283,-0.7985077,-8.34198,-10.08513,-7.80682,-9.306851,-6.443455,-6.18294,-11.13792,-9.402712,-6.78762,26088,21.04272,11.53566,71700,33140,14.6,4.6,74.2,4.8,5.4,51.7,0.8544154,6.655847
Brevard County,FL,0.0380588,0.1576019,0.0007727,-1.049822,-8.069946,-9.685236,-7.511885,-7.713624,-6.414707,-5.806929,-8.191313,-9.052483,-7.611256,476230,25.38762,10.75192,94400,40099,9.5,8.7,86.3,4.9,5.4,7.8,2.521721,6.895137
Broward County,FL,0.0527834,0.1818127,0.000833,0.8544154,-8.104422,-9.612387,-7.358191,-7.857344,-6.057861,-5.473159,-8.332167,-8.460813,-8.190591,1623018,30.53274,11.68596,128600,41691,11.5,28.8,82,5.3,4.6,23.9,3.551053,6.181631
Calhoun County,FL,0,0.1200739,0.0012292,-0.597837,-7.843229,-12.59321,-7.63229,-7.828556,-6.206342,-6.180956,-8.041425,-12.05765,-7.253844,13017,19.78514,14.89524,58500,26575,20,5.6,69.1,6.5,5.1,43.8,-0.7985077,6.241763
Charlotte County,FL,0.0230358,0.1401227,0.0007626,-1.386294,-8.072828,-9.259583,-7.487127,-7.442191,-6.231195,-5.487531,-7.947769,-8.609857,-7.984068,141627,16.31592,19.92778,97000,36379,8.2,8.2,82.1,3.5,5.1,26,2.047693,5.346989
Citrus County,FL,0.0169055,0.0957943,0.000813,-1.049822,-7.872974,-10.45531,-7.571635,-7.75382,-6.188843,-5.676785,-7.556599,-8.602751,-7.363067,118085,14.41464,15.38486,84400,31001,11.7,6.6,78.3,6.7,5.1,22.3,0.3715636,1.186318
Clay County,FL,0.0060958,0.1673175,0.000767,-1.386294,-8.161969,-9.506122,-7.616321,-8.048754,-6.3892,-5.817327,-8.327193,-10.09465,-8.210628,140814,22.13841,6.521173,108400,48854,6.8,7.7,86.4,4.6,5.9,60.4,1.446919,1.186318
Collier County,FL,0.0649463,0.1352277,0.0005927,0.6678294,-8.243737,-9.35081,-7.335236,-7.642766,-6.057775,-5.542212,-7.812983,-8.533831,-7.073279,251377,24.41805,28.75616,168000,48289,10.3,25.1,81.8,3.7,5,7.8,3.305053,5.400536
Columbia County,FL,0.0464881,0.1667264,0.0009732,-1.89712,-8.081845,-9.508814,-7.633942,-8.659909,-6.542557,-5.818167,-8.657318,-9.097012,-6.586723,56513,22.88172,11.25578,73600,30881,15,5.1,74.7,6,5.3,25.4,0.8544154,7.549912
DeSoto County,FL,0.0351903,0.1480794,0.0007451,2.122262,-8.267603,-9.633536,-8.628963,-9.482149,-6.664182,-6.127399,-8.882836,-12.05765,-7.029528,32209,25.31174,21.03175,69900,30714,23.6,24.1,63.5,5.3,4.6,26.9,-0.0512933,1.186318
Dixie County,FL,0.0283704,0.0653422,0.0007232,-1.049822,-7.902278,-12.59321,-8.332167,-8.37266,-6.384744,-7.050991,-7.709713,-9.45752,-7.116565,13827,13.54467,29.2991,61700,26082,19.1,4.4,65.9,7.4,4.8,37.4,-1.386294,6.631239
Duval County,FL,0.0537906,0.1678138,0.0008114,0.7178398,-8.078938,-9.582927,-7.265931,-8.068668,-6.295439,-5.95015,-8.78344,-8.321216,-7.786389,778879,36.88102,7.893492,89600,40703,11.9,9.5,82.7,5,5.4,6.6,2.613739,6.635301
Escambia County,FL,0.0483079,0.1581403,0.0008763,0.3715636,-7.973126,-9.334827,-7.486949,-7.693676,-6.371613,-5.89334,-8.368989,-9.045673,-7.774661,294410,32.7414,10.90921,85700,35234,15.4,6.8,82.1,6.6,5.4,10.4,2.169054,6.666034
Flagler County,FL,0.0556041,0.1445163,0.000602,-0.2876821,-8.297656,-10.04286,-7.442959,-8.653013,-6.462492,-5.713242,-8.541742,-8.701717,-7.083478,49832,15.93876,12.9151,116200,40214,8.7,11.2,85.9,4.3,5.6,37.9,1.373716,1.186318
Franklin County,FL,0.0347345,0.0318975,0.0004522,-0.7985077,-7.683197,-9.274399,-7.861099,-7.670681,-6.217011,-6.141753,-6.592105,-9.249082,-7.489987,11057,20.77637,42.95264,105300,26756,17.7,5.1,68.3,3.6,5,11.8,1.011601,6.365055
Gadsden County,FL,0.0671554,0.2109713,0.0005323,-0.4307829,-7.752423,-12.59321,-7.130961,-8.823718,-6.330244,-6.523616,-8.983603,-9.055904,-6.830193,45087,21.98273,10.37112,70100,31248,19.9,7.4,70.7,7.6,5.4,51,0.2231435,1.186318
Gilchrist County,FL,0.020213,0.1337741,0.0006927,-0.2876821,-8.82644,-9.529238,-8.109231,-11.16934,-6.844123,-6.867814,-7.927048,-12.05765,-6.310596,14437,13.84186,14.98476,78000,30328,14.1,4.2,72.4,4.4,5.1,59.8,-1.049822,6.660565
Glades County,FL,0.0730083,0.1117165,0.0007564,0.9745597,-8.138757,-12.59321,-7.819432,-11.16934,-7.184959,-7.707931,-7.052145,-9.206348,-6.946964,10576,18.3541,33.4715,72400,30774,15.2,18.8,69.8,8.8,4.4,54.2,-2.995732,6.446064
Gulf County,FL,0.014005,0.0685212,0.0006001,-1.89712,-7.404678,-12.59321,-8.299464,-8.338629,-6.308259,-6.667833,-6.996969,-12.05765,-6.99533,13332,18.98195,35.00725,77200,30276,16.7,4.5,72.6,6,5.1,31.9,0.6151856,6.263319
Hamilton County,FL,0.0437834,0.1705174,0.0009004,-0.1625189,-8.362757,-12.59321,-7.65462,-11.16934,-6.439816,-6.862256,-9.320713,-8.766295,-6.270147,13327,22.66282,16.21023,54600,25638,26,6.4,62.9,7.1,5.3,41.9,-0.1625189,6.61605
Hardee County,FL,0.0386207,0.3048866,0.0007424,0.3001046,-9.030522,-9.464007,-7.451707,-8.983205,-6.717383,-6.648434,-8.516443,-8.776611,-7.287187,26938,26.56135,16.84318,59600,30183,24.6,32.1,58,9.7,4.9,30.6,0.3001046,6.480631
Hendry County,FL,0.0517416,0.1188317,0.0008285,2.085672,-8.164778,-10.38168,-7.45949,-8.355925,-6.30022,-6.226352,-8.621166,-8.521704,-7.29511,36210,27.56682,11.74557,71500,33592,24.1,38,54.2,7.8,4.8,30.8,0.4382549,1.186318
Hernando County,FL,0.0602359,0.1186312,0.0007874,-1.386294,-8.065799,-9.536139,-7.303097,-7.795458,-6.222439,-5.493032,-8.070107,-8.962699,-7.46262,130802,13.47948,11.64092,87300,32572,10.3,9.3,78.5,5.2,5.3,33.3,0.3001046,1.186318
Highlands County,FL,0.037203,0.0976189,0.000847,0.2231435,-8.622554,-9.537526,-7.333704,-8.002575,-6.29403,-5.700393,-8.2307,-8.63654,-7.607424,87366,20.32772,23.28748,72800,30160,15.2,13.9,74.5,4.4,4.8,10.6,1.373716,6.677933
