State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
MT,59001,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59002,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59003,ROSEBUD,0.000000,0.000000,0.000000,0,0,0
MT,59004,"MONTANA STATE",0.000000,0.000000,0,0,0,0
MT,59006,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59007,BEARCREEK,0.000000,0.000000,0.000000,0.000000,0,0
MT,59008,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59010,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59011,"BIG TIMBER",0.000000,0.000000,0.000000,0.000000,0,0
MT,59012,ROSEBUD,0.000000,0.000000,0.000000,0,0,0
MT,59013,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59014,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59015,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59016,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59018,"CLYDE PARK",0.000000,0.000000,0.000000,0.000000,0,0
MT,59019,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59020,"MONTANA STATE",0.000000,0.000000,0,0,0,0
MT,59022,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59024,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59025,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59026,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59027,PARK,0.000000,0.000000,0.000000,0,0,0
MT,59028,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59029,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59030,"GARDINER RESORT AREA",0.000000,0.000000,0.000000,0,0.000000,0
MT,59031,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59032,FERGUS,0.000000,0.000000,0.000000,0,0,0
MT,59033,"SWEET GRASS",0.000000,0.000000,0.000000,0,0,0
MT,59034,HARDIN,0.000000,0.000000,0.000000,0.000000,0,0
MT,59035,HARDIN,0.000000,0.000000,0.000000,0.000000,0,0
MT,59036,HARLOWTON,0.000000,0.000000,0.000000,0.000000,0,0
MT,59037,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59038,TREASURE,0.000000,0.000000,0.000000,0,0,0
MT,59039,"MONTANA STATE",0.000000,0.000000,0,0,0,0
MT,59041,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59043,ROSEBUD,0.000000,0.000000,0.000000,0,0,0
MT,59044,LAUREL,0.000000,0.000000,0.000000,0.000000,0,0
MT,59046,"GOLDEN VALLEY",0.000000,0.000000,0.000000,0,0,0
MT,59047,LIVINGSTON,0.000000,0.000000,0.000000,0.000000,0,0
MT,59050,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59052,"SWEET GRASS",0.000000,0.000000,0.000000,0,0,0
MT,59053,MEAGHER,0.000000,0.000000,0.000000,0,0,0
MT,59054,"MELSTONE ",0.000000,0.000000,0.000000,0.000000,0,0
MT,59055,"SWEET GRASS",0.000000,0.000000,0.000000,0,0,0
MT,59057,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59058,GARFIELD,0.000000,0.000000,0.000000,0,0,0
MT,59059,MUSSELSHELL,0.000000,0.000000,0.000000,0,0,0
MT,59061,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59062,"POWDER RIVER",0.000000,0.000000,0.000000,0,0,0
MT,59063,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59064,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59065,PARK,0.000000,0.000000,0.000000,0,0,0
MT,59066,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59067,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59068,"RED LODGE",0.000000,0.000000,0.000000,0.000000,0,0
MT,59069,STILLWATER,0.000000,0.000000,0.000000,0,0,0
MT,59070,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59071,CARBON,0.000000,0.000000,0.000000,0,0,0
MT,59072,MUSSELSHELL,0.000000,0.000000,0.000000,0,0,0
MT,59073,"ROUNDUP ",0.000000,0.000000,0.000000,0.000000,0,0
MT,59074,"GOLDEN VALLEY",0.000000,0.000000,0.000000,0,0,0
MT,59075,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59076,TREASURE,0.000000,0.000000,0.000000,0,0,0
MT,59077,GARFIELD,0.000000,0.000000,0.000000,0,0,0
MT,59078,WHEATLAND,0.000000,0.000000,0.000000,0,0,0
MT,59079,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59081,"COOKE CITY & SILVER GATE & COLTER PASS RESORT AREA",0.000000,0.000000,0.000000,0,0.000000,0
MT,59082,PARK,0.000000,0.000000,0.000000,0,0,0
MT,59083,ROSEBUD,0.000000,0.000000,0.000000,0,0,0
MT,59084,"MONTANA STATE",0.000000,0.000000,0,0,0,0
MT,59085,WHEATLAND,0.000000,0.000000,0.000000,0,0,0
MT,59086,PARK,0.000000,0.000000,0.000000,0,0,0
MT,59087,PETROLEUM,0.000000,0.000000,0.000000,0,0,0
MT,59088,YELLOWSTONE,0.000000,0.000000,0.000000,0,0,0
MT,59089,"BIG HORN",0.000000,0.000000,0.000000,0,0,0
MT,59101,BILLINGS,0.000000,0.000000,0.000000,0.000000,0,0
MT,59102,BILLINGS,0.000000,0.000000,0.000000,0.000000,0,0
